,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes
673,2018-08-21T03:43:36.000Z,хомяк имперский либерал навального,@fucknjoke,Иркутянин Евгений Гринштейн стал лауреатом в экологическом конкурсе «Минута для будущего». Его видеоролик «Байкал» занял второе место в номинации «Профессиональное кино». Организатором конкурса выступил благотворительный фонд «Подари Планете Жизнь» https://ift.tt/2BwmcxS,0,0,0
674,2018-08-21T03:43:36.000Z,Елена,@dunya2711,"- фонд подари жизнь
- могу дать напрокат

извините",0,0,0
675,2018-08-21T03:43:36.000Z,Vadim,@vadim131,"я смотрю, вы прям специалист в благотворительности.Фонд "" подари жизнь"" , например, помогает детям с онкологическими заболеваниями. А у нас что нет госпрограммы лечения таких детей? Просто денег от гос-ва мало и все время сокращают расходы на медицину.",0,0,1
676,2018-08-21T03:43:36.000Z,Фонд Подари жизнь,@podarizhizn,"Всегда кидаю денег в фонды Подари Жизнь, Фонд Хабенского, другие, в Маке в копилку, Дедушке на заправке подрабатывающему, потому что не могу смотреть на людей в возрасте моих родителей и подработающих !!! Обидно млин, но ведь и налоги плачу с фирмы и ИП!!! Государство Аууу))",0,5,1
677,2018-08-21T03:43:36.000Z,Светлана,@19sveta75,В Ялте появился фонд-двойник «Подари жизнь» https://zen.yandex.ru/media/podari-zhizn.ru/v-ialte-poiavilsia-fonddvoinik-podari-jizn-5b76d4dd3ae57300aa5e7fe2…,0,0,0
678,2018-08-21T03:43:36.000Z,Фонд «Ванечка»,@vanechkabf,Пятый выпуск коллективного литературного сборника поэзии и малой прозы «Избранное». Средства с реализации будут перечисляться в благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями «Подари жизнь»https://vk.com/wall-161136809_6444…,0,0,0
679,2018-08-21T03:43:36.000Z,Игорь Лютенко,@pro_interactive,"Игры победителей – 2018. Часть 2. Одни эмоции!  /  / Каждый год благотворительный фонд ""ПОДАРИ ЖИЗНЬ"" дарит массу впечатлений всем участникам, волонтерам и гостям Игр победителей. И каждый раз эмоции зашкаливают, множатся впечатления, а т.. https://vk.cc/8mgbPr",0,0,0
680,2018-08-21T03:43:36.000Z,Винный в пух,@vvpuh,«Игры победителей» - Фонд «Подари жизнь». Счастливы быть. https://ift.tt/2M8f8eG,0,0,1
681,2018-08-21T03:43:36.000Z,Вести из Дурдома,@DurdomOnline,": Хроники Ебанария:

В ряде российских регионов ввели мораторий на аборты
Их временно запретили в Приморском крае, Якутии, Рязанской области в рамках акции «Подари мне жизнь».

Т.е. какой-то е..ый фонд решает ограничить людей в оплаченных их налогами услугах ОМС???",31,63,67
682,2018-08-21T03:43:36.000Z,алексей,@almondaleksei,"Хроники Ебанария:

В ряде российских регионов ввели мораторий на аборты
Их временно запретили в Приморском крае, Якутии, Рязанской области в рамках акции «Подари мне жизнь». С такой инициативой выступил фонд супруги премьера Дмитрия Медведева, Светланы.

#ХроникиЕбанария",0,0,0
683,2018-08-21T03:43:36.000Z,ПроВолчанск.ру | Cвежие новости Волчанска,@provolchansk,"В российских регионах ввели мораторий на аборты. Минздрав утверждает, что не запрещал их  /  / В Приморском крае, Якутии и Рязанской области временно запретили аборты в рамках акции «Подари мне жизнь!» Ее уже несколько лет проводит Фонд социально-к.. https://vk.cc/8liXpt",0,0,0
684,2018-08-21T03:43:36.000Z,СеровГлобус.ру | Свежие новости Серова,@serovglobus,"В российских регионах ввели мораторий на аборты. Минздрав утверждает, что не запрещал их

В Приморском крае, Якутии и Рязанской области временно запретили аборты в рамках акции «Подари мне жизнь!» Ее уже несколько лет проводит Фонд #волчанск #проволчанскру http://tinyurl.com/y8l53f3k",,,0
685,2018-08-21T03:43:36.000Z,Snob,@snob_project,"В российских регионах ввели мораторий на аборты. Минздрав утверждает, что не запрещал их

В Приморском крае, Якутии и Рязанской области временно запретили аборты в рамках акции «Подари мне жизнь!» Ее уже несколько лет проводит Фонд соци #серов #серовглобус http://serovglobus.ru/v-rossijskix-regionax-vveli-moratorij-na-aborty-minzdrav-utverzhdaet-chto-ne-zapreshhal-ix/…",,,0
686,2018-08-21T03:43:36.000Z,Алексей Шутов,@shutov82,В трех регионах России несколько дней действовал запрет на аборты в рамках акции «Подари мне жизнь!». Ее проводит фонд жены Медведева,,,0
687,2018-08-21T03:43:36.000Z,✯WhiteCat☭#РПЧД,@cat_afonina,"Дорогие друзья, не теряйте. Москва. 2-6 августа. Улетел волонтёрить на Всемирных детских играх победителей - это спортивные состязания для детей, перенесших онкологические заболевания, которые с 2010 года ежегодно проводит благотворительный фонд ""Подари жизнь"".",,,0
688,2018-07-16T05:04:49.000Z,✯WhiteCat☭#РПЧД,@cat_afonina,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поиска✯WhiteCat☭#РПЧД@cat_afonina·25 июл. 2018 г.за продолжительность жизни, не могли бы они забыть нахуй о себе и скинутся с зарплаты в Фонд ""Подари Жизнь"", чтобы хоть разок сделать что-то реальное, а не пиздить про заботу, всё равно же на гос. обеспечении!Показать эту веткуГазета Гудок@gudok_ru·16 июл. 2018 г.Железнодорожники сдали более 21 литра крови, а также собрали более 92 тыс. руб., которые переданы в фонд «Подари жизнь» для лечения девочки Наргизы Джанситовой. Подробнее:
http://gudok.ru/social_policy/?ID=1426566…Kanzoboz@kanzoboz·14 июл. 2018 г.International Paper и фонд «Подари жизнь» продлили социальную кампании «Большое дело – малышам помогать» : http://kidsoboz.ru/news.php?view=495445…ФПК. Лучше поездом!@luchshepoezdom·13 июл. 2018 г.Сегодня наша компания уже в 6 раз провела благотворительную акцию «День донора» среди сотрудников аппарата управления. В ходе неё было собрано более 21 литра крови, а также более 92 тысяч рублей, которые переданы в фонд «Подари жизнь» для лечения девочки Наргизы Джанситовой.Корефан@dabkor·13 июл. 2018 г.В ответ @rean__6301 @Lilus_my и @l2VNLHWSFgsjmimСегодя Сатановский рассказывал как Фридман и Хан организовали благотворительный фонд.Вроде Подари жизнь..Так вот у них самих денег бывало нехватало на всех подопечных.Тогда друзей подтягивали.И наоборот.Своими деньгами добивали когда не хватало собраных..Kanst.ru@kanstru·12 июл. 2018 г.International Paper Россия и фонд «Подари Жизнь» объявили о пролонгации социальной кампании «Большое дело –... - http://tinyurl.com/y8e48km7Kanzoboz@kanzoboz·12 июл. 2018 г.International Paper и фонд «Подари жизнь» продлили социальную кампанию «Большое дело – малышам помогать» : http://kanzoboz.ru/news.php?view=512159…Kanzoboz@kanzoboz·11 июл. 2018 г.International Paper и фонд «Подари жизнь» продлили социальную кампании «Большое дело – малышам помогать» : http://kanzoboz.ru/news.php?view=512159…Волонтеры Даниловцы@danilovcydd·10 июл. 2018 г.Как работает Фонд Подари жизнь? Рассказывает директор по развитию этой известнейшей организации Екатерина Чистякова (Ekaterina Chistyakova). 

http://volonter-school.ru/2018/07/ekaterina-chistyakova-fond-podari-zhizn-i-volontyory/… http://volonter-school.ru/2018/07/ekaterina-chistyakova-fond-podari-zhizn-i-volontyory/…1CMP RK@Medprof2015·10 июл. 2018 г.АКЦИЯ ""ПОДАРИ МНЕ ЖИЗНЬ""
Фонд социально-культурных инициатив ежегодно проводит в городах и регионах России  информационно-просветительскую акцию «Подари мне жизнь!». Она направлена  не только на предотвращение абортов, но так же на сохранение семейных  ценностей и традиций.1Maykop-Adygeja@MaykopAdygeja·9 июл. 2018 г.Адыгея присоединилась к акции по снижению числа абортов /  / С 9 по 15 июля Фонд социально-культурных инициатив проводит всероссийскую акцию «Подари мне жизнь!» по предотвращению абортов /  / Как сообщили порталу Юга.ру в минздраве Адыгеи, в рамках .. https://vk.cc/8g5o6pЮга.ру@yuga_ru·9 июл. 2018 г.С 9 по 15 июля Фонд социально-культурных инициатив проводит всероссийскую акцию «Подари мне жизнь!» по предотвращению абортов https://yuga.ru/news/431592/елена благушина@papilosha·9 июл. 2018 г.В ответ @mbernackaya1 и @Yuri_ZaykoА деньги в фонд""Подари жизнь""реально для больных детей собирали или ей на дольче вита?1Gabriel@PlatonRashev·7 июл. 2018 г.В ответ @mbernackaya1 и @DurdomOnlineпочему-то никто не связывает ее покупку с огромными пожертвованиями в ее фонд Подари жизнь.Андрій@beyond_2000·6 июл. 2018 г.Фонд ""Подари жизнь, отними будущее"" https://twitter.com/alb_baykov/status/1015230830283804672…Этот твит недоступен.1Maykop-Adygeja@MaykopAdygeja·6 июл. 2018 г.«Подари мне жизнь!»: Майкоп присоединится к Всероссийской акции против абортов /  / С 9 по 15 июля текущего года Фонд социально-культурных инициатив проводит Всероссийскую акцию «Подари мне жизнь!», к которой присоединится и Адыгея. /  / По слов.. https://vk.cc/8fqXxQNick@_Nick_Z·2 июл. 2018 г.В ответ @almclean92и еще в фонд больных детей Подари Жизнь11МАКС МАКС@ALTAIR75126795·30 июн. 2018 г.В ответ @golubПомню её фото и интервью (про фонд подари жизнь) в журнале Прямые инвестиции.Там её осветили как альтруистку...скорбный взгляд,черно-белое фото на обложке.

Потом увидел её фото с 3 кг штукатурки на лице и цитатами типичной тупой пизды и понял...опять журнашлюхи врут.12NewStyleMag@NewStyleMag·30 июн. 2018 г.Ксения Раппопорт поддержала благотворительный фонд “Подари жизнь”: На премьере музыкального спектакля по рассказу… https://goo.gl/fb/6UotxtГБУЗ КБ №5@gbuz_kb_5·22 июн. 2018 г.Министерство здравоохранения Пензенской области сообщает, что с 9 по 15 июля 2018 года Фонд социально-культурных инициатив , возглавляемый супругой Председателя Правительства Российской Федерации С.В. Медведевой, проводит акцию «Подари мне жизнь ! ».citycelebrity@citycelebrity·18 июн. 2018 г.ПЯТЬ ПРОЕКТОВ НА САЙТЕ СИТИСЕЛЕБРИТИ /  / 1) До 30 июня — Благотворительный фонд ""Подари жизнь"" пригла.. https://vk.cc/8bIq2E",0,0,0
689,2018-07-16T05:04:49.000Z,Газета Гудок,@gudok_ru,"за продолжительность жизни, не могли бы они забыть нахуй о себе и скинутся с зарплаты в Фонд ""Подари Жизнь"", чтобы хоть разок сделать что-то реальное, а не пиздить про заботу, всё равно же на гос. обеспечении!",0,0,0
690,2018-07-16T05:04:49.000Z,Kanzoboz,@kanzoboz,"Железнодорожники сдали более 21 литра крови, а также собрали более 92 тыс. руб., которые переданы в фонд «Подари жизнь» для лечения девочки Наргизы Джанситовой. Подробнее:
http://gudok.ru/social_policy/?ID=1426566…",0,0,0
691,2018-07-16T05:04:49.000Z,ФПК. Лучше поездом!,@luchshepoezdom,International Paper и фонд «Подари жизнь» продлили социальную кампании «Большое дело – малышам помогать» : http://kidsoboz.ru/news.php?view=495445…,0,0,0
692,2018-07-16T05:04:49.000Z,Корефан,@dabkor,"Сегодня наша компания уже в 6 раз провела благотворительную акцию «День донора» среди сотрудников аппарата управления. В ходе неё было собрано более 21 литра крови, а также более 92 тысяч рублей, которые переданы в фонд «Подари жизнь» для лечения девочки Наргизы Джанситовой.",0,0,0
693,2018-07-16T05:04:49.000Z,Kanst.ru,@kanstru,Сегодя Сатановский рассказывал как Фридман и Хан организовали благотворительный фонд.Вроде Подари жизнь..Так вот у них самих денег бывало нехватало на всех подопечных.Тогда друзей подтягивали.И наоборот.Своими деньгами добивали когда не хватало собраных..,0,0,0
694,2018-07-16T05:04:49.000Z,Kanzoboz,@kanzoboz,International Paper Россия и фонд «Подари Жизнь» объявили о пролонгации социальной кампании «Большое дело –... - http://tinyurl.com/y8e48km7,0,0,0
695,2018-07-16T05:04:49.000Z,Kanzoboz,@kanzoboz,International Paper и фонд «Подари жизнь» продлили социальную кампанию «Большое дело – малышам помогать» : http://kanzoboz.ru/news.php?view=512159…,0,0,0
696,2018-07-16T05:04:49.000Z,Волонтеры Даниловцы,@danilovcydd,International Paper и фонд «Подари жизнь» продлили социальную кампании «Большое дело – малышам помогать» : http://kanzoboz.ru/news.php?view=512159…,0,1,0
697,2018-07-16T05:04:49.000Z,CMP RK,@Medprof2015,"Как работает Фонд Подари жизнь? Рассказывает директор по развитию этой известнейшей организации Екатерина Чистякова (Ekaterina Chistyakova). 

http://volonter-school.ru/2018/07/ekaterina-chistyakova-fond-podari-zhizn-i-volontyory/… http://volonter-school.ru/2018/07/ekaterina-chistyakova-fond-podari-zhizn-i-volontyory/…",0,0,1
698,2018-07-16T05:04:49.000Z,Maykop-Adygeja,@MaykopAdygeja,"АКЦИЯ ""ПОДАРИ МНЕ ЖИЗНЬ""
Фонд социально-культурных инициатив ежегодно проводит в городах и регионах России  информационно-просветительскую акцию «Подари мне жизнь!». Она направлена  не только на предотвращение абортов, но так же на сохранение семейных  ценностей и традиций.",0,0,0
699,2018-07-16T05:04:49.000Z,Юга.ру,@yuga_ru,"Адыгея присоединилась к акции по снижению числа абортов /  / С 9 по 15 июля Фонд социально-культурных инициатив проводит всероссийскую акцию «Подари мне жизнь!» по предотвращению абортов /  / Как сообщили порталу Юга.ру в минздраве Адыгеи, в рамках .. https://vk.cc/8g5o6p",0,0,0
700,2018-07-16T05:04:49.000Z,елена благушина,@papilosha,С 9 по 15 июля Фонд социально-культурных инициатив проводит всероссийскую акцию «Подари мне жизнь!» по предотвращению абортов https://yuga.ru/news/431592/,0,0,1
701,2018-07-16T05:04:49.000Z,Gabriel,@PlatonRashev,"А деньги в фонд""Подари жизнь""реально для больных детей собирали или ей на дольче вита?",,,0
702,2018-07-16T05:04:49.000Z,Андрій,@beyond_2000,почему-то никто не связывает ее покупку с огромными пожертвованиями в ее фонд Подари жизнь.,,,1
703,2018-07-16T05:04:49.000Z,Maykop-Adygeja,@MaykopAdygeja,"Фонд ""Подари жизнь, отними будущее"" https://twitter.com/alb_baykov/status/1015230830283804672…",,,0
704,2018-07-16T05:04:49.000Z,Nick,@_Nick_Z,"«Подари мне жизнь!»: Майкоп присоединится к Всероссийской акции против абортов /  / С 9 по 15 июля текущего года Фонд социально-культурных инициатив проводит Всероссийскую акцию «Подари мне жизнь!», к которой присоединится и Адыгея. /  / По слов.. https://vk.cc/8fqXxQ",,,1
705,2018-07-16T05:04:49.000Z,МАКС МАКС,@ALTAIR75126795,и еще в фонд больных детей Подари Жизнь,,,2
706,2018-07-16T05:04:49.000Z,NewStyleMag,@NewStyleMag,"Помню её фото и интервью (про фонд подари жизнь) в журнале Прямые инвестиции.Там её осветили как альтруистку...скорбный взгляд,черно-белое фото на обложке.

Потом увидел её фото с 3 кг штукатурки на лице и цитатами типичной тупой пизды и понял...опять журнашлюхи врут.",,,0
707,2018-07-16T05:04:49.000Z,ГБУЗ КБ №5,@gbuz_kb_5,Ксения Раппопорт поддержала благотворительный фонд “Подари жизнь”: На премьере музыкального спектакля по рассказу… https://goo.gl/fb/6Uotxt,,,0
708,2018-07-16T05:04:49.000Z,citycelebrity,@citycelebrity,"Министерство здравоохранения Пензенской области сообщает, что с 9 по 15 июля 2018 года Фонд социально-культурных инициатив , возглавляемый супругой Председателя Правительства Российской Федерации С.В. Медведевой, проводит акцию «Подари мне жизнь ! ».",,,0
709,2018-06-18T10:29:44.000Z,ГБУЗ КБ №5,@gbuz_kb_5,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискаГБУЗ КБ №5@gbuz_kb_5·22 июн. 2018 г.Министерство здравоохранения Пензенской области сообщает, что с 9 по 15 июля 2018 года Фонд социально-культурных инициатив , возглавляемый супругой Председателя Правительства Российской Федерации С.В. Медведевой, проводит акцию «Подари мне жизнь ! ».citycelebrity@citycelebrity·18 июн. 2018 г.ПЯТЬ ПРОЕКТОВ НА САЙТЕ СИТИСЕЛЕБРИТИ /  / 1) До 30 июня — Благотворительный фонд ""Подари жизнь"" пригла.. https://vk.cc/8bIq2EZdravMedInfo@ZdravMedInfo·17 июн. 2018 г.Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга http://zdravmedinfo.com/mednews.html#?article=83267… #новости #медицина3Доступ–новости@dostup1ru·14 июн. 2018 г.Дети из Челябинска смогут приехать на трансплантацию костного мозга в Екатеринбург

Помощь онкобольным детям оказывает фонд «Подари жизнь».

 https://dostup1.ru/medicine/Deti-iz-Chelyabinska-smogut-priehat-na-transplantatsiyu-kostnogo-mozga-v-Ekaterinburg_107164.html…
https://dostup1.ru/medicine/Deti-iz-Chelyabinska-smogut-priehat-na-transplantatsiyu-kostnogo-mozga-v-Ekaterinburg_107164.html… 24/7@24_7seven·14 июн. 2018 г.Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга
http://go.tass.ru/eftbГлобальные финансы@finglobalru·14 июн. 2018 г.Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екате
Читать: http://finglobal.ru/48786-Fond-Podari-zhizn-nachal-proekt-razvitiya-klinik-v-regionah-RF-s-Ekaterinburga.html…
#Фонд #Подари #жизньТАСС@tass_agency·14 июн. 2018 г.Государственное издание, РоссияФонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга
http://go.tass.ru/eftb62341Антон Максимишин@aculanezsr·14 июн. 2018 г.Фонд &quot;Подари жизнь&quot; начал проект развития клиник в регионах РФ с Екатеринбурга  — Фонд &quot;Подари жизнь&quot; начал проект развития клиник в регионах РФ с Екатеринбурга НЬЮ-ЙОРК, 14 июня. /Корр. ТАСС — http://bit.ly/2t5Fy5m1Новости обо всём @newsaeru·14 июн. 2018 г.Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга
http://bit.ly/2ybXNMiДомашний очаг@_goodhouse·8 июн. 2018 г.Фонд ""Подари жизнь"" получил в подарок автомобиль. https://goodhouse.ru/family_and_children/ne-propusti/fond-podari-zhizn-poluchil-v-podarok-avtomobil/?utm_source=twitter&utm_medium=social&utm_campaign=targetings-goodhouse&utm_content=rss&utm_term=20180608-https://www.goodhouse.ru/family_and_children/ne-propusti/fond-podari-zhizn-poluchil-v-podarok-avtomobil/-tw…Turar Rakhimberlin@Turar111·8 июн. 2018 г.Сегодня был на программе «Подари детям жизнь». Верю и знаю, что Фонд Аружан Саин действительно работает и очень надеюсь, что с каждым днем болеть дети будут все меньше и меньше. Смотрите на телеканале «Хабар» и пожалуйста отправьте каждый по 280 тенге на номер 9099. От души ребятПятый канал Новости@5tv·8 июн. 2018 г.Государственное издание, РоссияПодводим итоги  акции  «День Добрых Дел» для Саши Шевелева.
На помощь пришли вы, зрители Пятого канала. Всего за один день  перечислено в фонд  «Подари жизнь» 12 611 623 рубля. Спасибо вам за отзывчивость.
https://5-tv.ru/news/206643/
#ПятыйКанал #ДеньДобрыхДел211Lana Soroka@svetlana_soroka·3 июн. 2018 г.В ответ @ganja1_Другие благотворительные фонды: ""Подари жизнь"", ""Поделись теплом"", ""Российский детский фонд"", ""Радость детства"", ""Расправь крылья"", ""Жизнь детям"", ""Неравнодушные сердца"", ""Дети Земли"", ""Солнце в ладошках"",  ""Детские сердца"", ""Счастливый мир"", ""Радуга"", ""Возрождение"", ""Настенька"".1",0,0,0
710,2018-06-18T10:29:44.000Z,ZdravMedInfo,@ZdravMedInfo,"ПЯТЬ ПРОЕКТОВ НА САЙТЕ СИТИСЕЛЕБРИТИ /  / 1) До 30 июня — Благотворительный фонд ""Подари жизнь"" пригла.. https://vk.cc/8bIq2E",0,3,0
711,2018-06-18T10:29:44.000Z,Доступ–новости,@dostup1ru,"Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга http://zdravmedinfo.com/mednews.html#?article=83267… #новости #медицина",0,0,0
712,2018-06-18T10:29:44.000Z, 24/7,@24_7seven,"Дети из Челябинска смогут приехать на трансплантацию костного мозга в Екатеринбург

Помощь онкобольным детям оказывает фонд «Подари жизнь».

 https://dostup1.ru/medicine/Deti-iz-Chelyabinska-smogut-priehat-na-transplantatsiyu-kostnogo-mozga-v-Ekaterinburg_107164.html…
https://dostup1.ru/medicine/Deti-iz-Chelyabinska-smogut-priehat-na-transplantatsiyu-kostnogo-mozga-v-Ekaterinburg_107164.html…",0,0,0
713,2018-06-18T10:29:44.000Z,Глобальные финансы,@finglobalru,"Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга
http://go.tass.ru/eftb",0,0,0
714,2018-06-18T10:29:44.000Z,ТАСС,@tass_agency,"Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екате
Читать: http://finglobal.ru/48786-Fond-Podari-zhizn-nachal-proekt-razvitiya-klinik-v-regionah-RF-s-Ekaterinburga.html…
#Фонд #Подари #жизнь",6,23,41
715,2018-06-18T10:29:44.000Z,Новости обо всём ,@newsaeru,"Фонд &quot;Подари жизнь&quot; начал проект развития клиник в регионах РФ с Екатеринбурга  — Фонд &quot;Подари жизнь&quot; начал проект развития клиник в регионах РФ с Екатеринбурга НЬЮ-ЙОРК, 14 июня. /Корр. ТАСС — http://bit.ly/2t5Fy5m",0,0,0
716,2018-06-18T10:29:44.000Z,Домашний очаг,@_goodhouse,"Фонд ""Подари жизнь"" начал проект развития клиник в регионах РФ с Екатеринбурга
http://bit.ly/2ybXNMi",0,0,0
717,2018-06-18T10:29:44.000Z,Turar Rakhimberlin,@Turar111,"Фонд ""Подари жизнь"" получил в подарок автомобиль. https://goodhouse.ru/family_and_children/ne-propusti/fond-podari-zhizn-poluchil-v-podarok-avtomobil/?utm_source=twitter&utm_medium=social&utm_campaign=targetings-goodhouse&utm_content=rss&utm_term=20180608-https://www.goodhouse.ru/family_and_children/ne-propusti/fond-podari-zhizn-poluchil-v-podarok-avtomobil/-tw…",0,0,0
718,2018-06-18T10:29:44.000Z,Пятый канал Новости,@5tv,"Сегодня был на программе «Подари детям жизнь». Верю и знаю, что Фонд Аружан Саин действительно работает и очень надеюсь, что с каждым днем болеть дети будут все меньше и меньше. Смотрите на телеканале «Хабар» и пожалуйста отправьте каждый по 280 тенге на номер 9099. От души ребят",2,1,1
719,2018-06-18T10:29:44.000Z,Lana Soroka,@svetlana_soroka,"Подводим итоги  акции  «День Добрых Дел» для Саши Шевелева.
На помощь пришли вы, зрители Пятого канала. Всего за один день  перечислено в фонд  «Подари жизнь» 12 611 623 рубля. Спасибо вам за отзывчивость.
https://5-tv.ru/news/206643/
#ПятыйКанал #ДеньДобрыхДел",1,0,0
720,2018-06-08T07:35:24.000Z,Turar Rakhimberlin,@Turar111,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискаTurar Rakhimberlin@Turar111·8 июн. 2018 г.Сегодня был на программе «Подари детям жизнь». Верю и знаю, что Фонд Аружан Саин действительно работает и очень надеюсь, что с каждым днем болеть дети будут все меньше и меньше. Смотрите на телеканале «Хабар» и пожалуйста отправьте каждый по 280 тенге на номер 9099. От души ребятПятый канал Новости@5tv·8 июн. 2018 г.Государственное издание, РоссияПодводим итоги  акции  «День Добрых Дел» для Саши Шевелева.
На помощь пришли вы, зрители Пятого канала. Всего за один день  перечислено в фонд  «Подари жизнь» 12 611 623 рубля. Спасибо вам за отзывчивость.
https://5-tv.ru/news/206643/
#ПятыйКанал #ДеньДобрыхДел211Lana Soroka@svetlana_soroka·3 июн. 2018 г.В ответ @ganja1_Другие благотворительные фонды: ""Подари жизнь"", ""Поделись теплом"", ""Российский детский фонд"", ""Радость детства"", ""Расправь крылья"", ""Жизнь детям"", ""Неравнодушные сердца"", ""Дети Земли"", ""Солнце в ладошках"",  ""Детские сердца"", ""Счастливый мир"", ""Радуга"", ""Возрождение"", ""Настенька"".1Год Экологии@ecoyear2017·3 июн. 2018 г.Экологический фонд «Подари планете жизнь» приглашает волонтёров в ЭКО-ПАТРУЛЬ, который будет проводиться совместно с ФГБУ «Заповедное Прибайкалье» на Байкале этим летом. РЕГИСТРАЦИЯ:docs.google.comРегистрация на Эко-патрульЭкопатруль на о. Ольхон 2018Выборг ТВ@vyborg_tv·30 мая 2018 г.International Paper Россия и фонд «Подари Жизнь» продолжают социальную кампанию «Большое дело – малышам помогать» http://vyborg.tv/obshchestvo/34749-international-paper-rossiya-i-fond-podari-zhizn-prodolzhayut-sotsialnuyu-kampaniyu-bolshoe-delo-malysham-pomogat.html…ИнформУпак@informupack·30 мая 2018 г.International Paper Россия и фонд «Подари Жизнь» объявили о пролонгации социальной кампании «Большое дело – малышам помогать» 

International Paper с особой гордостью продолжает сотрудничество с благотворительным фондом «Подари Жизнь»...
#упаковка #новости
https://informupack.ru/news/7081/ИМКА-Иваново@YMCA_Ivanovo·28 мая 2018 г.По итогам экологической акции ""Охота на ПЭТ"" был сделан денежный перевод в фонд помощи тяжело больным детям ""Подари жизнь"" (на примерную сумму стоимости собранного вторсырья).21МЭБОО Зелёный полюс@MgYtaujd2j8AMHo·26 мая 2018 г.Фонд «Подари жизнь» просит клиентов Аэрофлота пожертвовать бонусные мили / В фонде «Подари жизнь» рассказали о кр.. https://vk.cc/86LDIEЗефирка@Marshmello5555·22 мая 2018 г.BTS во благо
 Российские поклонники BTS собрали более 800 тысяч рублей и передали их в фонд ""Подари жизнь"".ИЦ ""Еркрамас""@Yerkramas·22 мая 2018 г.Фонд «Подари жизнь» продолжит работу, вопреки желанию очернителей 
То, что ""бархатная революция"" активизировала не только желтую прессу, но и сплетни...
Подробнее на http://yerkramas.org/article/137587/fond-…«podari-zhizn»-prodolzhit-rabotu--vopreki-zhelaniyu-ochernitelejГолос Армении@golosarmenii1·21 мая 2018 г.ФОНД ""ПОДАРИ ЖИЗНЬ"" ПРОДОЛЖИТ РАБОТУ http://golosarmenii.am/article/66582/fond-podari-zhizn-prodolzhit-rabotu… с помощью @GolosArmeniiЛюдмила Осадчая@losadchaia·20 мая 2018 г.В ответ @_RedScareБудем собирать всё равно.Дети ни при чем.И Вы можете не перечислять свои 50 рублей.И перечисляем в фонд «Подари жизнь».А этим-Бог им судья...645",0,0,0
721,2018-06-08T07:35:24.000Z,Год Экологии,@ecoyear2017,"Другие благотворительные фонды: ""Подари жизнь"", ""Поделись теплом"", ""Российский детский фонд"", ""Радость детства"", ""Расправь крылья"", ""Жизнь детям"", ""Неравнодушные сердца"", ""Дети Земли"", ""Солнце в ладошках"",  ""Детские сердца"", ""Счастливый мир"", ""Радуга"", ""Возрождение"", ""Настенька"".",0,0,0
722,2018-06-08T07:35:24.000Z,Выборг ТВ,@vyborg_tv,"Экологический фонд «Подари планете жизнь» приглашает волонтёров в ЭКО-ПАТРУЛЬ, который будет проводиться совместно с ФГБУ «Заповедное Прибайкалье» на Байкале этим летом. РЕГИСТРАЦИЯ:",0,0,0
