Unnamed: 0,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
189,2021-02-03T10:46:59.000Z,Egor Belikov,@dj_ling,"Кроме твоих, у меня ещё овд-инфо, спид-центр, фонд рылькова, подари жизнь и прочие, им деньги нужны не меньше и постоянно, а не только в момент острой политической позиции",1,0,8,190,позитивные упоминания,1,123,2022-07-30T23:03:23.296198Z,2022-07-30T23:03:23.296198Z,7.195
1845,2012-11-24T02:03:44.000Z,Georg Gelfus,@georggelfus,"Фонд ""Подари жизнь"" получит от властей участок под детский хоспис http://tarcgamoro.tumblr.com/post/35998886059…",0,0,0,1846,новости,1,122,2022-07-30T23:03:15.927285Z,2022-07-30T23:03:15.927285Z,3.629
788,2017-06-02T13:46:01.000Z,Волонтёры РГСУ,@Volunteerrgsu,"Фонд Чулпан Хаматовой ""Подари жизнь"" /  / Чулпан Хаматова - российская актриса театра и кино, заместит.. https://vk.cc/6IuiaP",0,0,0,789,позитивные упоминания,1,121,2022-07-30T23:03:12.112440Z,2022-07-30T23:03:12.112440Z,4.055
1497,2014-06-22T13:43:17.000Z,hggggg,@ivangordons,"Готовил косплейщиков на ""Игры Победителей"" для детей перенесших онкозаболевания, Фонд ""Подари Жизнь""… http://instagram.com/p/pjGXx6DDed/",0,0,0,1498,позитивные упоминания,1,120,2022-07-30T23:03:07.885136Z,2022-07-30T23:03:07.885136Z,9.584
2008,2012-10-25T10:47:14.000Z,Большие и Маленькие,@BiM_News,Тверитян приглашают на благотворительный концерт «Подари им жизнь»: Фонд добрых дел продолжает серию акций по сб... http://bit.ly/RHuWjh,0,0,0,2009,новости,1,119,2022-07-30T23:02:58.125217Z,2022-07-30T23:02:58.125217Z,5.106
2171,2011-12-20T07:37:23.000Z,Дмитрий Рудаков,@Rudakov81,"Дети ждут подарки | Фонд ""Подари жизнь"" http://vk.cc/u6Qmc",0,0,0,2172,новости,1,118,2022-07-30T23:02:52.839126Z,2022-07-30T23:02:52.839126Z,7.617
378,2019-07-16T11:55:13.000Z,Igor Gukovsky,@jstoruser,"Фонд ""Подари жизнь"", как мило.",2,1,10,379,позитивные упоминания,1,117,2022-07-30T23:02:45.045297Z,2022-07-30T23:02:45.045297Z,4.142
790,2017-06-01T10:43:34.000Z,Твоя Москва,@tvoyamoskva,"Фонд ""Подари жизнь""

Цель - помощь детям с онкогематологическими и иными тяжелыми заболеваниями.

Фонд ""Детские сердца"".
ЦЕЛЬ...",0,0,0,791,новости,1,116,2022-07-30T23:02:40.722112Z,2022-07-30T23:02:40.722112Z,11.548
1926,2012-11-23T00:14:32.000Z,Roy Jon#4,@jon_4,"news/yandex# Фонд ""Подари жизнь"" получит участок под детский хоспис http://goo.gl/fb/aP6PG",0,0,0,1927,новости,1,115,2022-07-30T23:02:28.989145Z,2022-07-30T23:02:28.989145Z,4.331
677,2017-11-14T11:03:56.000Z,евгений,@EvgenVerxoturov,Детский благотворительный фонд «Подари жизнь» практикует приём биткоинов через американских партнёров. Об этом... http://fb.me/H2hQwyqO,0,0,0,678,новости,1,114,2022-07-30T23:02:24.472715Z,2022-07-30T23:02:24.472715Z,6.164
1013,2016-04-20T05:37:27.000Z,Светлана Старкова,@starkovasvetlan,член Общес.палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и др.благотворителей «не прикрываться детьми».http://vedomosti.ru/politics/articles/2016/04/19/638207-deputati-blagotvoritelei…,0,0,0,1014,негативные упоминания,1,113,2022-07-30T23:02:18.126101Z,2022-07-30T23:02:18.126101Z,4.451
37,2022-04-26T13:09:28.000Z,Irina Mig,@Irina__Mig,"Дебиторская задолженность фонда «Подари жизнь», известного как фонд актрисы Чулпан Хаматовой, за 2021 год составила более одного миллиарда рублей.",0,0,0,38,негативные упоминания,1,112,2022-07-30T23:02:13.494043Z,2022-07-30T23:02:13.494043Z,2.58
36,2022-04-26T15:11:55.000Z,369777,@ats369777,"Сбежавшая в Латвию российская актриса Чулпан Хаматова множила свой капитал, прокручивая через банковские счета пожертвованные в фонд «Подари жизнь» деньги, вместо того чтобы тратить средства по назначению — на нужды больных детей.",0,1,1,37,негативные упоминания,1,111,2022-07-30T23:02:01.297847Z,2022-07-30T23:02:01.297847Z,2.939
35,2022-04-26T17:41:47.000Z,Татьяна Фёдорова,@maritima77,"Где деньги, Зин?
Дебиторская задолженность фонда «Подари жизнь», известного как фонд актрисы Чулпан Хаматовой, за 2021 год составила более одного миллиарда рублей.",0,0,0,36,негативные упоминания,1,110,2022-07-30T23:01:58.186562Z,2022-07-30T23:01:58.186562Z,2.628
34,2022-04-26T18:05:36.000Z,Вячеслав,@Slavam1767,"Чулпан Хаматова множила свой капитал, прокручивая через банковские счета пожертвованные в фонд «Подари жизнь» деньги, вместо того чтобы тратить средства по назначению- на нужды больных детей. Кроме того, артистка подозревается в махинациях с российскими государственными деньгами.",0,0,0,35,негативные упоминания,1,109,2022-07-30T23:01:55.381681Z,2022-07-30T23:01:55.381681Z,3.077
33,2022-04-26T23:47:17.000Z,Azat Karimov,@AzatKarimovA,Все оказалось пошло до банальности. Фонд «Подари [мне хорошую] жизнь» кинул благодетелей и детей России на 1 ярд рублей.,0,1,1,34,негативные упоминания,1,108,2022-07-30T23:01:52.127735Z,2022-07-30T23:01:52.127735Z,6.62
32,2022-04-27T01:42:01.000Z,Vera Rashutina,@Vera_Rashutina,"Дебиторская задолженность фонда «Подари жизнь», известного как фонд актрисы Чулпан Хаматовой, за 2021 год составила более одного миллиарда рублей.",0,0,0,33,негативные упоминания,1,107,2022-07-30T23:01:45.286451Z,2022-07-30T23:01:45.286451Z,11.283
2456,2017-05-08T16:26:05.000Z,Тамара Орлова,@skk0iwv7oVoadh7,"Зухра Хакимова 2 года. Требуется лечение, Вы можете помочь.
http://helpchildren.online/?id=28891 #Подарижизнь",0,0,0,2457,деятельность фонда,1,67,2022-07-29T23:20:08.225967Z,2022-07-30T11:37:35.364358Z,6.02
2423,2017-05-08T19:31:34.000Z,Алёна Ковалева,@r3CwuwzZxcFTHYT,"Арпине Какосян 9 лет. Требуется лечение, Вы можете помочь.
http://helpchildren.online/?id=25989 #Подарижизнь",0,0,0,2424,деятельность фонда,1,83,2022-07-29T23:22:28.116954Z,2022-07-30T11:37:31.079056Z,8.693
2366,2018-12-10T09:32:10.000Z,Музыка,@Muzblka_,"Уже выкладывала, но очень хочется ещё. Добровольцы - фанаты своего дела #дубльдва #ЛизаАлерт #подарижизнь",0,1,5,2367,позитивные упоминания,1,48,2022-07-29T23:12:42.904529Z,2022-07-30T11:37:25.674927Z,14.077
2353,2019-12-28T07:08:07.000Z,VALERIYA,@valeriya_rus,"Друзья, хочу напомнить вам, что вы все еще можете сделать этот мир добрее в такое сказочное предновогоднее время! Приходите в любой магазин сети #Лента , покупайте продукты-участники акции, и 5 рублей с каждой покупки мы переведем в фонд #подарижизнь
https://instagram.com/p/B6lV7KrI4ie/",0,4,18,2354,позитивные упоминания,1,68,2022-07-29T23:20:49.056355Z,2022-07-30T11:37:18.584635Z,15.917
2347,2020-02-29T15:24:34.000Z,БогиХО ◤EXO CIS FANBASE◢,@exo_bogixo,"Напоминаем, что БогиХО вместе с фондом «Подари жизнь» проводят проект от имени CIS EXO-L, посвящённый 8-летию EXO!

Давайте поддержим подопечных фонда: https://friends.podari-zhizn.ru/node/8237

Любая ваша помощь ценится, не проходите мимо 
#подарижизнь @podarizhizn #EXO @weareoneEXO",0,13,16,2348,новости,1,34,2022-07-29T23:10:14.207742Z,2022-07-30T11:37:04.082704Z,24.442
2333,2021-04-26T15:53:28.000Z,"ГБУ ""ГлавАПУ""",@glavapu,"Сегодня в @glavapu прошла акция «День донора», проведенная совместно с фондом «Подари жизнь»и Центром крови ФМБА России.

Делимся с вами кадрами, как все прошло.
#главапу #glavapu #мка #Деньдонора_ГлавАПУ #акция #Подарижизнь #Службакрови",0,0,19,2334,новости,1,33,2022-07-29T23:09:59.485781Z,2022-07-30T11:36:51.202320Z,16.841
2293,2010-09-20T13:53:22.000Z,Earl,@rkyjheyyearlv,Фонд «Подари жизнь» провел благотворительный спектакль для детей http://bit.ly/dvVFil,0,0,0,2294,новости,1,76,2022-07-29T23:21:43.949763Z,2022-07-30T11:36:43.336255Z,9.062000000000001
2287,2010-09-23T09:20:21.000Z,Mila Ermolaeva,@MilaErmolaeva,"РеспектRT @roma_kenga: Рома Кенга и фонд Ч Хаматовой ""ПОДАРИ ЖИЗНЬ"" http://bit.ly/a6ajrO",0,0,0,2288,0,1,63,2022-07-29T23:19:09.364853Z,2022-07-30T11:36:37.415682Z,17.308
2216,2011-06-14T09:45:16.000Z,Марина Безрученко,@threeton_ru,"""Metro КЭШ ЭНД КЕРРИ"", ""UNILEVER"" и фонд ""Подари жизнь"" собрали 1 746 249 рублейдля детского гематологического ц... http://bit.ly/k3RV5B",0,0,0,2217,деятельность фонда,1,81,2022-07-29T23:22:19.513171Z,2022-07-30T11:36:29.664021Z,13.567
2207,2011-08-27T19:02:50.000Z,Детская Новая волна,@newwavejunior,"Johnson & Johnson и фонд ""Подари жизнь"" помогут детям с диагнозом ""рак"": Компания Johnson & Johnson совместно с ... http://bit.ly/q5Lpxm",0,0,0,2208,новости,1,101,2022-07-29T23:24:48.834957Z,2022-07-30T11:36:23.169642Z,9.661999999999999
2190,2011-12-06T08:09:04.000Z,Alexey Stysin,@stysin,"Такое мерзкое ощущение от выборов, что как будто отмыться не могу. Отправил 1000 целковых в фонд Подари Жизнь.",0,0,0,2191,позитивные упоминания,1,86,2022-07-29T23:22:54.079225Z,2022-07-30T11:36:15.029096Z,15.913
2081,2012-04-15T12:29:43.000Z,MustReadNewsRu,@MustReadNewsRu,"Михаил Горбачев обещает выдвинуть Дину Корзун, Чулпан Хаматову и фонд ""Подари жизнь"" на соискание Нобелевской пр... http://bit.ly/IMHnVJ",0,0,0,2082,позитивные упоминания,1,92,2022-07-29T23:23:34.720766Z,2022-07-30T11:36:08.392850Z,12.96
2052,2012-07-02T12:04:47.000Z,Lena,@Demetra_ll,"Фонд ""Подари жизнь"" назначат ""иностранным агентом"" http://goo.gl/fb/M94A6 #followback",0,0,0,2053,негативные упоминания,1,102,2022-07-29T23:24:53.363858Z,2022-07-30T11:36:01.989447Z,8.033
2051,2012-07-02T12:19:48.000Z,LiveJournal Россия,@livejournalru,"Фонд ""Подари жизнь"" назначат ""иностранным агентом"" http://bit.ly/QTXGFo #LiveJournal",0,0,0,2052,негативные упоминания,1,88,2022-07-29T23:23:08.460352Z,2022-07-30T11:35:57.310782Z,10.128
2030,2012-07-09T10:55:01.000Z,Хамар Ял,@hamaryal,"С 9 по 15 июля проходит акция ""Подари мне жизнь!"": С 9 по 15 июля 2012 года Фонд социально-культурных инициатив ... http://bit.ly/NTRby0",0,0,0,2031,новости,1,77,2022-07-29T23:21:52.005759Z,2022-07-30T11:35:51.410127Z,14.491999999999997
1980,2012-11-22T19:32:21.000Z,МОСЛИФТ,@moslift,"Фонд ""Подари жизнь"" получит от властей участок под детский хоспис http://ria.ru/society/20121122/911843297.html… с помощью @rianru",0,0,0,1981,новости,1,97,2022-07-29T23:24:12.284110Z,2022-07-30T11:35:43.560670Z,5.816
1933,2012-11-22T23:22:48.000Z,Daria Gaponova,@DariaGaponova,"Фонд ""Подари жизнь"" получит от властей участок под детский хоспис http://candhadime.tumblr.com/post/35984696357…",0,0,0,1934,новости,1,79,2022-07-29T23:22:04.749368Z,2022-07-30T11:35:37.918491Z,9.833
1905,2012-11-23T01:09:34.000Z,egor mashin,@exciter1977,Фонд &quot;Подари жизнь&quot; получит участок под детский хоспис,0,0,0,1906,новости,1,89,2022-07-29T23:23:12.577176Z,2022-07-30T11:35:32.993885Z,10.911
1886,2012-11-23T05:03:53.000Z,Azada,@Azadasya,"Фонд Чулпан Хаматовой ""Подари жизнь"" выберет участок для строительства детского хосписа в Москве - Interfax Russ... http://bit.ly/UuAj6A",0,0,0,1887,новости,1,62,2022-07-29T23:18:58.657258Z,2022-07-30T11:35:24.318594Z,10.489
1838,2012-11-24T04:00:20.000Z,Вася Пяточкин,@fgnndgfngcn,"Фонд ""Подари жизнь"" получит от властей участок под детский хоспис http://cambpurrhormiff.tumblr.com/post/35997450794…",0,0,0,1839,новости,1,65,2022-07-29T23:19:20.991167Z,2022-07-30T11:35:17.836301Z,11.326
1811,2012-11-27T13:05:56.000Z,Новости Lenta.Ru,@LentaNovosti,"#novosti #Russia Фонд ""Подари жизнь"" предупредил о мошенниках в соцсетях: Фонд ""Подари жизнь"", п... http://bit.ly/10O43zM #новости",0,1,0,1812,новости,1,64,2022-07-29T23:19:13.953138Z,2022-07-30T11:35:12.387507Z,8.443999999999999
1722,2013-05-24T16:24:15.000Z,Сергей Д,@sd0107,"Карта Сбербанка подари жизнь. 0,3% мы перечислим в фонд. Ну блин, мне уралсиб больший процент на телефон кидает по карте. Жадный сбер.",4,9,1,1723,позитивные упоминания,1,100,2022-07-29T23:24:42.642888Z,2022-07-30T11:35:07.137612Z,21.951999999999998
1690,2013-07-05T13:09:52.000Z,Kashin,Kashin,"@aleshru Почему единственное? Фонд ""Подари жизнь"" еще есть.",4,0,3,1691,позитивные упоминания,1,53,2022-07-29T23:13:34.083263Z,2022-07-30T11:34:57.600394Z,8.456
1590,2014-01-14T17:08:31.000Z,Твиттерянка,@Fotiniya_T,"Старый Новый год в Лондоне Благотворительный аукцион и фонд ""Подари жизнь"" http://podari-zhizn.ru/main/node/17972#.UtVsUIe08vY.twitter…",0,0,0,1591,новости,1,71,2022-07-29T23:21:17.794856Z,2022-07-30T11:34:51.985994Z,17.586
1567,2014-02-04T15:38:49.000Z,iryna sakhno,@IrynaSakhno,"Наш ответ Чембырлену ;)

Фонд Подари жизнь: После вчерашних заявлений главного детского онколога Полякова о... http://fb.me/2WL0N9pBl",0,0,0,1568,новости,1,69,2022-07-29T23:20:55.973822Z,2022-07-30T11:34:46.637019Z,12.469000000000001
1504,2014-06-02T17:37:36.000Z,KirkorovPhilip74club,@Philip_fan74,@fkirkorov #ФилиппКиркоров наКонцертеВ #деньзащитыдетей #фондподарижизнь фото: @UKVolkswagen https://facebook.com/amarok2014,0,4,2,1505,новости,1,56,2022-07-29T23:14:28.842302Z,2022-07-30T02:55:19.485490Z,17.82
1478,2014-07-22T06:58:06.000Z,ParsingNews,@ParsingNews,Фонд Подари жизнь совместно с Пятым каналом собирает средства на спасение  Насти Алтынник..[fivemusic.ru тчк],0,0,0,1479,деятельность фонда,1,82,2022-07-29T23:22:23.529198Z,2022-07-30T02:55:13.463472Z,6.442
1407,2014-11-26T09:36:41.000Z,Receptor,@ReceptorFood,"Мы поздравляем Фонд @podarizhizn ""Подари Жизнь"" с днем рождения!  / Сегодня в течение всего дня в До.. http://vk.cc/3cFyB8",0,0,0,1408,позитивные упоминания,1,73,2022-07-29T23:21:29.408984Z,2022-07-30T02:55:09.980778Z,10.2
1363,2015-01-13T16:48:57.000Z,TJ,@tjournal,Создатели «Левиафана» направят деньги от пожертвований в фонд «Подари жизнь» Чулпан Хаматовой,0,16,9,1364,позитивные упоминания,1,39,2022-07-29T23:11:02.184215Z,2022-07-30T02:55:05.435749Z,9.308
1359,2015-01-14T12:00:28.000Z,Aleksandrs Nosovs,@alexnosov,"Почему делать добрые дела — это хорошо? Фонд «Подари жизнь» — тому подтверждение! 

http://blog.aviasales.ru/podari-zhizn/",0,0,0,1360,позитивные упоминания,1,84,2022-07-29T23:22:33.418753Z,2022-07-30T02:55:00.463445Z,9.72
1330,2015-03-03T04:17:59.000Z,Новости Саратова,@saratovnews777,"«МегаФон» и фонд «Подари жизнь» запускают совместный благотворительный проект #Саратов
http://saratov-news.net/other/2015/03/02/85245.html…",0,0,0,1331,новости,1,66,2022-07-29T23:19:26.436506Z,2022-07-30T02:54:18.415724Z,10.54
1137,2015-11-11T11:20:22.000Z,Настя Солнышко,@nsun17,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение 10-летнего Ромы Вельмезева :: Новости :: ТВ Цен... http://bit.ly/1kMd4aA",0,0,0,1138,деятельность фонда,1,93,2022-07-29T23:23:40.449494Z,2022-07-30T02:54:12.338111Z,7.306
1086,2015-12-31T09:16:16.000Z,Лим Артур,@artur3474,"Пятый канал и фонд ""Подари жизнь"" собирают деньги на спасение годовалого Даниила Чеботаря http://5-tv.ru/news/103368/",0,0,0,1087,деятельность фонда,1,99,2022-07-29T23:24:28.937065Z,2022-07-30T02:54:09.608988Z,6.005000000000001
1021,2016-04-11T09:19:50.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Лизы Крупновой. http://tvc.ru/news/show/id/90155…",0,0,0,1022,деятельность фонда,1,95,2022-07-29T23:23:51.833078Z,2022-07-30T02:54:06.140836Z,7.252000000000001
1018,2016-04-19T05:13:32.000Z,Marina Litvinovich,@abstract2001,Член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми»,7,35,8,1019,негативные упоминания,1,41,2022-07-29T23:11:25.432947Z,2022-07-30T02:54:01.674744Z,13.978
887,2017-02-21T05:08:51.000Z,юнгеш|Днюха,@pabo_tvt,"#BTSで妄想
АРМИ,НЕ ПРОХОДИТЕ МИМО
YNWA ФОНД ""Подари жизнь""
https://friends.podari-zhizn.ru/node/1260
ХОТЯ БЫ РУБЛЕЙ ПО 10-20 ПОЛОЖИТЕ,ОТ НАС ЗАВИСИТ ЖИЗНЬ ДЕТЕЙ♡",1,2,31,888,0,1,32,2022-07-29T23:09:48.350553Z,2022-07-30T02:53:53.398988Z,12.915
869,2017-03-27T10:10:32.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Ромы Соловова http://ru.1001hls.com/r5507616",0,0,0,870,деятельность фонда,1,72,2022-07-29T23:21:22.722602Z,2022-07-30T02:53:47.819606Z,9.386
866,2017-04-02T03:54:11.000Z,Илья Кошлюнов,@ilya_bur,Фонд «Подари мне жизнь» приглашает все многодетные семьи принять участие в фотоконкурсе «МЫ – опора будущего» http://dlvr.it/NnBWpk,0,0,0,867,новости,1,78,2022-07-29T23:21:58.636220Z,2022-07-30T02:53:42.192934Z,9.686
848,2017-04-25T07:56:26.000Z,Катя Филимонова,@dbaEonbwk9TAYKt,Фонд «Подари жизнь» проводит флешмоб #донорыдетям http://dlvr.it/Nghf6z,0,0,0,849,новости,1,104,2022-07-29T23:25:02.920316Z,2022-07-30T02:53:37.955123Z,5.438000000000001
812,2017-04-26T18:53:49.000Z,Елена Логинова,@pJKJFTEEACYuDqj,Фонд «Подари жизнь» проводит флешмоб #донорыдетям http://dlvr.it/Nghf6z,0,0,0,813,новости,1,94,2022-07-29T23:23:47.902956Z,2022-07-30T02:53:34.572892Z,10.107
760,2017-08-23T11:25:58.000Z,Dr. Sujit K. Das,@Sudzhit,"Лучшее она отдала эту сумму в фонд ""подари жизнь""!",2,1,11,761,позитивные упоминания,1,35,2022-07-29T23:10:23.785851Z,2022-07-30T02:53:30.770593Z,8.049
740,2017-09-29T07:50:29.000Z,Сиб.фм,@sibfm,"В Красноярске есть свой фонд «Подари жизнь». И теперь он должен денег московскому. Подробности в материале

https://sib.fm/news/2017/09/29/sud-objazal-krasnojarskogo-dvojnika-fonda-vyplatit-kompensaciju…",0,2,3,741,новости,1,52,2022-07-29T23:13:28.941438Z,2022-07-30T02:53:26.537360Z,19.572
689,2017-11-13T12:08:05.000Z,Криптовалюта без вложений,@FreeCrypTOP,Партнерский фонд «Подари жизнь» в США начал принимать криптовалюты http://ift.tt/2mlQUlv,0,0,0,690,новости,1,103,2022-07-29T23:24:59.726172Z,2022-07-30T02:53:13.159488Z,9.382
550,2018-08-02T03:28:38.000Z,Алексей Шутов,@shutov82,"Дорогие друзья, не теряйте. Москва. 2-6 августа. Улетел волонтёрить на Всемирных детских играх победителей - это спортивные состязания для детей, перенесших онкологические заболевания, которые с 2010 года ежегодно проводит благотворительный фонд ""Подари жизнь"".",0,0,0,551,новости,1,85,2022-07-29T23:22:43.747913Z,2022-07-30T02:53:08.739463Z,21.851999999999997
498,2018-12-03T08:44:13.000Z,ФФ РГГУ,@ff_rggu,"20 декабря в холле перед 227 ауд. пройдет Благотворительная ярмарка #РГГУ в стиле #ГарриПоттер'а. Все вырученные средства будут переданы в фонд ""Подари жизнь"" на лечение детей с тяжёлыми заболеваниями.   https://instagram.com/rsuh_charity_fair/…",0,1,4,499,новости,1,49,2022-07-29T23:12:51.610329Z,2022-07-30T02:52:55.877182Z,11.135
466,2018-12-21T09:49:26.000Z,Пятый канал Новости,@5tv,Благодарим всех наших неравнодушных зрителей и подписчиков за участие в акции #ДеньДобрыхДел для Насти Осиповой. У девочки — тяжелое заболевание кроветворной системы. Всего за один день вы перечислили в фонд «Подари жизнь» 10 240 472 рубля на лечение ребенка. Спасибо вам!,1,1,6,467,деятельность фонда,1,46,2022-07-29T23:12:16.705925Z,2022-07-30T02:52:51.473044Z,19.414
442,2019-03-01T17:26:26.000Z,ар2дэ2,@orangevyy,"Маленькие мечты сбываются.
Пожал руку Артуру Смольянинову. Спасибо #ФондПодариЖизнь за такую возможность.",0,0,6,443,позитивные упоминания,1,45,2022-07-29T23:12:03.956427Z,2022-07-30T02:52:42.506551Z,12.487
439,2019-03-12T19:19:48.000Z,нерозан,@nerozanv,"Неделю назад ко мне обратился человек по раскрутке счета.
Перечислил 40.000₽ и пропал. Реквезитов не оставил.
Обусловились, что на сумме в 200.000₽ закончим.
Раскрутил счет.

В общем, если до 21:00 завтрашнего дня человек не объявится - высылаю всю сумму в фонд ""Подари жизнь"".",0,0,3,440,позитивные упоминания,1,51,2022-07-29T23:13:20.735147Z,2022-07-30T02:52:38.165135Z,23.62
413,2019-05-01T09:56:39.000Z,Елена Берс,@Elena_Bers,"Меня впервые царапнуло по сердцу, когда фонд Подари жизнь везде и всюду стал называться фондом Хаматовой, хотя создан он совсем другим человеком, о котором теперь скромная заметка на сайте.",1,4,7,414,негативные упоминания,1,43,2022-07-29T23:11:49.483348Z,2022-07-30T02:52:33.047797Z,18.225
385,2019-07-05T15:35:15.000Z,Олег Нестеров,@nesterov61,"Дорогие мои, важное сообщение. 11 июля состоится фестиваль в честь дня рождения Клуба Кожухова. Фестиваль не простой, а благотворительный. Вся прибыль — в Фонд Подари жизнь. Будем слушать музыку и стихи, танцевать и дегустировать кухню разных народов мира. И делать доброе дело.",1,2,2,386,новости,1,55,2022-07-29T23:14:13.088083Z,2022-07-30T02:52:23.609308Z,20.047
368,2019-08-05T03:15:20.000Z,Gazeta-bam.ru,@gazetaBAM,Сбербанк совместно с Visa утроят отчисления по картам в благотворительный фонд «Подари жизнь http://gazeta-bam.ru/sberbanknews/media/2019/8/5/sberbank-sovmestno-s-visa-utroyat-otchisleniya-po-kartam-v-blagotvoritelnyij-fond-podari-zhizn/…,0,0,0,369,новости,1,106,2022-07-29T23:25:16.222576Z,2022-07-30T02:50:49.548216Z,7.432
361,2019-08-16T15:20:00.000Z,Garik,@Garik39630353,"Я перевожу в фонд ""Подари жизнь""",0,0,6,362,позитивные упоминания,1,44,2022-07-29T23:11:53.897178Z,2022-07-30T02:50:45.367060Z,5.353999999999999
321,2019-12-24T08:55:02.000Z,Медиазона,@mediazzzona,"Мать Суровцева перечислила 15 тысяч рублей в фонд «Подари жизнь» в счет ущерба, нанесенного ее сыном https://zona.media/online/2019/12/24/surovcev-2#28362…",2,4,10,322,позитивные упоминания,1,37,2022-07-29T23:10:43.248186Z,2022-07-30T02:50:41.853922Z,12.953
290,2020-03-17T14:35:55.000Z,ВЕСТИ,@vesti_news," Отменен благотворительный показ фильма ""Зулейха открывает глаза"".

Телеканал @tvrussia1, фонд ""Подари жизнь"" и проект КАРО.Арт сообщают, что купившие билеты зрители могут их обменять на книгу автора или получить свои средства назад. Подробнее: https://vesti.ru/doc.html?id=3248811…",4,4,8,291,новости,1,40,2022-07-29T23:11:16.571992Z,2022-07-30T02:50:35.601396Z,18.267
252,2020-07-02T11:02:25.000Z,Фонд Подари жизнь,@podarizhizn,Фонд «Подари жизнь» внесли в реестр https://zen.me/2k9ZIO,0,0,0,253,негативные упоминания,1,87,2022-07-29T23:23:02.429409Z,2022-07-30T02:50:29.172460Z,13.75
224,2020-10-08T08:57:03.000Z,Annica,@AnnicaNIk,"Очень неприятно когда под фото с моим ребёнком просят помощи для какого-то больного малыша. Я максимально стараюсь избегать подобных вещей и тем, по возможности пересылаю деньги в фонд 'подари жизнь' и это мой максимум, моя психика не воспринимает нормально данную информацию.",0,0,5,225,позитивные упоминания,1,47,2022-07-29T23:12:33.424225Z,2022-07-30T02:50:22.481190Z,22.215
223,2020-10-12T14:45:56.000Z,E=mc^2,@Nastya666sti,"Спала я значит.
Звонок. Фонд подари жизнь. 
Девушка спросила когда в последний раз сдавала кровь; я говорю такая - сегодня, мне сказали огромное спасибо и пожелали восстанавливаться",0,0,2,224,позитивные упоминания,1,54,2022-07-29T23:13:57.192205Z,2022-07-30T02:50:14.781264Z,24.699
208,2020-11-26T12:16:21.000Z,Snob,@snob_project,"Благотворительный фонд «Подари жизнь» выпустил клип на песню Земфиры «Хочешь». «Получился манифест о детской силе, борьбе и победе», — отметила соучредитель фонда Чулпан Хаматова",1,0,9,209,новости,1,38,2022-07-29T23:10:54.768483Z,2022-07-30T02:50:07.386398Z,13.076
205,2020-12-03T11:35:52.000Z,Галина Сергеевна любит тебя,@GalinaS_Support,"Фонд ""Подари жизнь"" помогает людям до 25 с тяжёлыми заболеваниями, онкологией, болезнями крови

Среди прочего им можно перечислить мили Аэрофлота или баллы РЖД, чтобы оплатить ими дорогу до больницы или мед.центра, стать волонтером, помочь вещами",1,9,775,206,новости,1,29,2022-07-29T23:09:01.083089Z,2022-07-30T02:50:03.538661Z,17.3
139,2021-10-06T11:22:05.000Z,CFR,@ruchess_ru,"В Москве состоялся турнир Legal Chess 2021. Средства будут направлены в Фонд ""Подари жизнь"" https://ruchess.ru/news/all/v_moskve_sostoyalsya_turnir_legal_chess_2021/…
#Москва",0,0,0,140,позитивные упоминания,1,75,2022-07-29T23:21:39.406717Z,2022-07-30T02:49:56.918624Z,11.122
135,2021-10-15T10:49:08.000Z,maart,@arcteryx74,"Оплатил в метро проезд лицом, метрополитен перевёл в фонд «Подари жизнь» 2 миллиарда рублей.",0,4,10,136,негативные упоминания,1,36,2022-07-29T23:10:34.549045Z,2022-07-30T02:49:48.780174Z,13.038
134,2021-10-23T11:44:58.000Z, Парень Твоей Мечты,@vovo4ka,"ОБЪЯВЛЕНИЕ! День рожденческие поздравления принимаются в ДМ (нюдсы конечно, да). Деньги тоже принимаются, карты не будет, в фонд Подари жизнь. Люблю вас.",1,0,37,135,позитивные упоминания,1,31,2022-07-29T23:09:38.741392Z,2022-07-30T02:49:44.442269Z,17.846
130,2021-11-12T09:30:11.000Z,ForbesRussia,@ForbesRussia,"Фонд Константина Хабенского предлагает отдать корпоративный бюджет на новогодние подарки на благотворительность, «Подари жизнь» создал коллекцию цифровой одежды, а «Старость в радость» отмечает десятилетний юбилей — Forbes Life рассказывает о самых …
http://amp.gs/jYzlP",1,3,7,131,новости,1,42,2022-07-29T23:11:38.290601Z,2022-07-30T02:49:31.687658Z,17.805999999999997
105,2022-02-06T17:47:02.000Z,Мария,@1XqolOHrIqNIE0z,"У Хаматовой фонд ""Подари жизнь"" называется. Они, по-моему, преимущественно онкологией занимаются.",0,0,1,106,позитивные упоминания,1,74,2022-07-29T23:21:35.024628Z,2022-07-30T02:49:24.438000Z,9.449000000000002
