,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,m1_notoxic,m1_insult,m1_obscenity,m1_threat,m1_dangerous,m2_neutral,m2_toxic
317,2022-04-23T22:36:21.000Z,Лина Ланг,@x67oDt4Y84459HE,"Ну она фонд создала - Подари жизнь и помогала реально людям. Доверенное лицо пыни, да. Ты, Роберт, во враги готов записать всех, кто с топором на кремль не бежал, а это все.",1.0,0.0,0,0.999686,0.0003807137,0.0001741299,0.00027419862,0.24773166,0.2527714,0.5977808
318,2022-04-23T22:36:21.000Z,Никудашница,@kosmodenchik,"Фонд Чулпан Хаматовой «Подари жизнь» к 2022 г. спас жизни более более, чем 73 тыс. жизней детей. И для меня это перевешивает все остальное. Трагичная личность. Нашли тоже кого пинать, вы-то что сделали, чтобы всего этого не случилось и сколько жизней спасли? Ничего и никого",2.0,1.0,45,0.9856543,0.017228747,0.0004353107,0.00085006334,0.8794859,0.9218835,0.12827128
319,2022-04-23T22:36:21.000Z,Driver,@trucker228,"73000 детей получили помощь фонда ""Подари жизнь"". Это святое дело. Поддерживала-не поддерживала.. Последнее дело - таких людей осуждать. Надеюсь, фонд будет работать дальше, не смотря ни на что.",1.0,0.0,0,0.99977976,0.00030621357,0.00011406972,0.0002212383,0.21988201,0.9571854,0.07640003
320,2022-04-23T22:36:21.000Z,даня фокин ,@jaydensuwu,"Не судите, да не судимы будете, ибо каким судом судите, таким будете судимы; и ка кою мерою мерите, такою и вам будут мерить».  Ее фонд Подари жизнь  помог 35000 детям это что то значит для тебя ,не?",1.0,0.0,0,0.99973005,0.00036532193,0.0002089564,0.0002618868,0.12812163,0.85380167,0.22183444
321,2022-04-23T22:36:21.000Z,Правмир,@Pravmir,"В интервью услышал высказывание, типа, если бы этот фонд (про фонд подари жизнь) ждал лучшего времени в стране, лучших условий, то не были бы сохранены 73 тысячи детей, что они бы умерли. И типа... это вдохновило.",0.0,0.0,2,0.9997211,0.0003543301,0.00010722301,0.00024792214,0.06946178,0.9613223,0.06682038
322,2022-04-23T22:36:21.000Z,Русфонд,@RusfondRu,"«DHL в Германии очень внимательно изучила список препаратов, которые “Подари жизнь” закупает для подопечных, проверила нашего поставщика, проверила сам фонд и приняла решение возобновить поставки»

https://pravmir.ru/dhl-vozobnovlyaet-perevozku-lekarstv-dlya-onkobolnyh-detej-fonda-podari-zhizn/…",0.0,0.0,0,0.9997732,0.0003400986,0.00019173033,0.00016009013,0.20754746,0.96624905,0.05863202
323,2022-04-23T22:36:21.000Z,Николай Егорович Опря,@qlUnNtCoJWD7FbZ,"Фонд «Подари жизнь» попросил разрешить молодым людям с гематологическими заболеваниями лечиться в детской системе здравоохранения до 21 года

Читайте в нашей новости https://rsfnd.ru/lRDkI",,,1,0.9998023,0.00021929416,0.00017174603,0.00021593952,0.1674622,0.9603729,0.06947662
324,2022-04-23T22:36:21.000Z,Mariam,@Mariam_Rus,Все таки фонд Подари жизнь хорошо платил (для справки Хаматова там лишь приглашённая звезда- фонд полностью «заокеанский») если сценический заработок не так важен,,,1,0.99803466,0.0024139257,0.0005265107,0.00019191306,0.61669886,0.9617464,0.06619303
325,2022-04-23T22:36:21.000Z,Dmitry *vorykin (2+2),@raopheefah,"Я к Чулпан относилась хорошо из-за ее благотворительной деятельности, но потом оказалось, что и эта ее типа-благотворительная деятельность под вопросом. Про фонд ""Подари Жизнь"" в сети есть противоречивые мнения. Очень разочарована(",,,0,0.99976414,0.00037593374,0.0003230525,0.0001503155,0.08860675,0.9508288,0.08245034
326,2022-04-23T22:36:21.000Z,Klakson102,@klakson102,Фонд подари жизнь.,,,0,0.99550086,0.0032111332,0.00060530566,0.00019872689,0.41446772,0.9796927,0.028228166
327,2022-04-23T22:36:21.000Z,Валя,@valya_de,"Взаимные,где найти настоящий благотворительный фонд в помощь освобожденным от укрофашиков территориям? Детям из Дом с маяком, Подари жизнь и Русфонд не перестану перечислять. Пока мне не докажут, что там воровали. Но сейчас хочется помочь освобожденным от укрофашиков территориям",,,1,0.99854654,0.0020226461,0.00023147225,0.0007151422,0.7074799,0.7847127,0.25343415
328,2022-04-23T22:36:21.000Z,ленаelena,@elena53166542,Фонд подари жизнь тоже создавался за два дня и в нем работают исключительно волонтёры?,,,0,0.99927264,0.0008568223,0.00023191405,0.00014417514,0.40586102,0.98449844,0.023591796
329,2022-04-23T22:36:21.000Z,Телеинф Образование,@tinf_educat,"Фонд это бизнес. Любой фонд. По закону фонды могут оставлять себе до 40 % денежных средств. Так что имея ввиду капитализацию Подари жизнь, она очень богатая. Да в Латвии работы ей нет, но она точно не нищая.",,,0,0.9998616,0.00022848816,0.0003067021,0.00017428788,0.033129092,0.9644269,0.059103694
330,2022-04-23T22:36:21.000Z,Nelя,@Nel68226139,"Сбер, школа № 19 города Иркутска и фонд «Подари планете жизнь» подвели итоги экопроекта «Зелёная школа»|https://ift.tt/O3fD5Ew",,,0,0.9998833,0.00018503668,0.00014273573,0.00016602612,0.029698905,0.9680632,0.056987368
331,2022-04-23T22:36:21.000Z,Teleinform News,@tinf_irk,"Да пошла она куда подальше. Та ещё профурсетка, которая не плохо заработала на подачках в фонд ""подари жизнь"". Вот поэтому в СССР таких фондов, чтобы не повадно было развивать мошеннечиство, государство бесплатно спасали жизнь больным и без всяких квот.",,,0,0.99857366,0.001465018,0.00030590838,0.00040742804,0.65001124,0.37613812,0.49375632
332,2022-04-23T22:36:21.000Z,Елисавета Патрикевна,@DMovochka,"Сбер, школа № 19 города Иркутска и фонд «Подари планете жизнь» подвели итоги экопроекта «Зелёная школа»: https://vk.cc/ccjdHq",,,0,0.9998908,0.0001871423,0.00018161781,0.00021291578,0.017881654,0.96964103,0.05378024
333,2022-03-30T09:15:20.000Z,ленаelena,@elena53166542,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискаленаelena@elena53166542·31 мар.В ответ @dmitrij7 и @Bazilio2020040Фонд это бизнес. Любой фонд. По закону фонды могут оставлять себе до 40 % денежных средств. Так что имея ввиду капитализацию Подари жизнь, она очень богатая. Да в Латвии работы ей нет, но она точно не нищая.1Телеинф Образование@tinf_educat·30 мар.Сбер, школа № 19 города Иркутска и фонд «Подари планете жизнь» подвели итоги экопроекта «Зелёная школа»|https://ift.tt/O3fD5EwNelя@Nel68226139·30 мар.В ответ @irma4ka7Да пошла она куда подальше. Та ещё профурсетка, которая не плохо заработала на подачках в фонд ""подари жизнь"". Вот поэтому в СССР таких фондов, чтобы не повадно было развивать мошеннечиство, государство бесплатно спасали жизнь больным и без всяких квот.Teleinform News@tinf_irk·30 мар.Сбер, школа № 19 города Иркутска и фонд «Подари планете жизнь» подвели итоги экопроекта «Зелёная школа»: https://vk.cc/ccjdHqЕлисавета Патрикевна@DMovochka·29 мар.Ещё в копилочку!
С рекламных экранов в лифтах Тауэра наконец убрали противную морду отца Foodorgy'я, пожирающего щщщи. Заменили на фонд ""Подари жизнь"". Оформила подписку, с миру по ниткеЦитироватьЕлисавета Патрикевна@DMovochka · 28 мар.Хорошее дело twitter.com/yyaannnaaaa/st…ленаelena@elena53166542·26 мар.В ответ @kpruОна по прежнему осталась в учредителях Фонда Подари жизнь.А по закону о Фондах,принятом в 90х,когда у каждого олигарха был свой Фонд,до 40% можно оставлять себе.Так что Фонд это большой бизнес,тем более фонд с такой капитализацией.Она там огромные деньги получаетPOLIT_PROSVET_RU_@rezzzmannn·26 мар.В ответ @kpruА скольким детям помогла Волкова ?фонд «подари жизнь» который основала Хаматова помог более 70-ти тысячам детейЖанна Голец @ZannaGolecv·25 мар.В ответ @prostokotpersik @Ravenallo4ka и @brener50А давайте я прекращу ваш спор. Фонд ""Подари жизнь ""так же как и все остальные фонды такова типа,собирал деньги смсками и от жертвователей(бизнесменов)которые это не афишировать.Поэтому считаю, что Хаматова несет определённую ответственность за то что происходит сейчас. Точка228irinar бумеранг@23kiskis·24 мар.А бумеранг никому еще не удалось отменить.

К вопросу об эмиграции Хаматовой в Латвию, в свою избушку. Началась проверка Фонда. Оказалось, что они тратили 8 млн. рублей в месяц себе на зарплату. Даже по западным меркам это преступление.
Фонд ""Подари жизнь"" Хаматовой и Корзун256Показать эту веткуТемир Недиров@temir_nedirov·23 мар.В ответ @IsraelThreads и @roizmangbnФонд ""Подари Жизнь"" благотворительный, частный, а не государственный. Никаких бюджетных денег он не получал.2Yuriy Z @Yuriy03777921·22 мар.В ответ @Iron_GladИ фонд ""подари жизнь"" теперь собой ведь прихватила... 1Андрей@andrey_hammer·22 мар.В ответ @galalaka10% от всех денег, которые присылают люди в благотворительный фонд есть собственные уже владельца того фонда, а как раскручен фонд - ""подари жизнь"" остаётся только гадать....1*** *****@peasetoheworld·22 мар.В ответ @aleshruФонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей. А что в этой жизни сделали полезного вы, обличители Чулпан?1Ирина Сергеева@Alisasssr·22 мар.В ответ @YBbRI4uQR8iruipГрустно,8 лет так и не увидела деток Донбасса.Плюс-это фонд""Подари жизнь""и помощь больным детям,ее роль доктора Лизы,но та помогала детям Донбасса.Война-это страх,когда ложишься и просыпаешься под вой сирен,боишься за родных,часть уехала,а дома лучше.Вот и сейчас воет сирена.1Лина Ланг@x67oDt4Y84459HE·22 мар.В ответ @pravilamagЧулпан классная. А ее фонд «Подари жизнь» спас жизни более 73 тысяч детей к началу 2022 г. Она всегда имела и имеет право на личное мнение. Вой, который поднимали и поднимают вокруг неё -  ненависть&беспомощность в одном флаконе. Отвратительная гремучая смесь((42ленаelena@elena53166542·22 мар.В ответ @ex_hurma и @sashatimofeevaxФонды это бизнес. По закону до 40% капитала имеют права оставлять себе. Это принято в 90х.Пои такой капитализации как фонд Подари жизнь это огромные деньги. Денег настигла море. Можно теперь подарить себе богатую жизнь.
В е фонды это очень прибыльный бизнес за счёт неравнодушных11Рамблер/@ramblerru·22 мар.Фонд «Подари жизнь» продолжает свою работу несмотря на отъезд учредителя Чулпан Хаматовой из России. Об этом сказала директор фонда Екатерина Шергова.Рахманова Елена@ZaAlekseja·22 мар.В ответ @NeiroMishka01 @vasyavasin4  и еще 2 пользователямВАТА.Он бы лучше себя с Чулпан сравнил.Фонд ""Подари жизнь"" спас 73 ТЫСЯЧИ детей,а он что сделал?Прокурор блять!Всех ненавидим,а что про Муратова ни слова?Он отдал свою премию в фонд Путина,с 0 спасённых детей,а не Ройзману.
Чулпан ведь одна была представителем Путина,да?34Высший в Интернете@7ooo_ru·22 мар.Фонд «Подари жизнь» продолжит работу, несмотря на отъезд Чулпан Хаматовой
https://7ooo.ru/group/2022/03/21/104-fond-podari-zhizn-prodolzhit-rabotu-nesmotrya-naotezd-chulpan-hamatovoy-grss.html…",0.0,1.0,0,0.99965703,0.00042517058,8.9634195e-05,0.00016091701,0.17172869,0.91190404,0.1453681
334,2022-03-21T18:58:43.000Z,Саша Траубенберг,@atraubenberg,"





'фонд Подари жизнь' — Поиск в Твиттере / Твиттер




Функции JavaScript недоступны.
В вашем браузере отключены функции JavaScript. Включите их или начните использовать поддерживаемый браузер, чтобы продолжить пользоваться сайтом twitter.com. Список поддерживаемых браузеров приведен в Справочном центре.
Справочный центр

Условия предоставления услуг
Политика конфиденциальности
Политика в отношении файлов cookie
Imprint
Информация о рекламе
      © 2022 Twitter, Inc.
    

Для просмотра горячих клавиш нажмите знак вопросаПосмотреть горячие клавишиПопулярноеПоследнееЛюдиФотографииВидеоПосмотреть новые твитыЛента поискаСаша Траубенберг@atraubenberg·22 мар.В ответ @v_tretyakovФонд «Подари жизнь» Чулпан Хаматовой спас жизнь десяткам тысяч детей! А Вы спасли хоть одну жизнь ребёнка?!Vadim Vadimov@Vadimov575·22 мар.В ответ @YBbRI4uQR8iruipА ее фонд,хоть как то поучаствовал,помощью детям Донбасса? Фонд ведь....""Подари жизнь""!1Ulanov Yuri@UlanovYuri·21 мар.""Екатерина Шергова, директор фонда «Подари жизнь»: ""На протяжении 14 лет мы постоянно говорим о том, что фонд «Подари жизнь» не получает никаких государственных грантов и какую-либо еще материальную поддержку.."" 24 марта 2021

https://podari-zhizn.ru/ru/publications/fond-i-gosudarstvo-kak-eto-rabotaet…11Показать эту веткуЛина Ланг@x67oDt4Y84459HE·21 мар.В ответ @michaelnackeЭто личное мнение Чулпан, на которое она имела право. И имеет. Вы тоже уехали, помню вас по Статусу с несравненной Екатериной Шульман. Факт остаётся фактом, что Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 г. спас более 73 тыс.детей. Как говорится : Слово и Дело.1Лина Ланг@x67oDt4Y84459HE·21 мар.В ответ @anfaengerrФонд «Подари жизнь» Чулпан Хаматовой к 2022 г. спас более чем 73 тыс. детей. Это не в Twitter пиздеть2ashtray heart ⃤ #НетВойнеСУкраиной@ashtrayhrtt·21 мар.Я надеюсь мы понимаем что фонд подари жизнь он не единственный в стране и что ВСЕ фонды вот с этим столкнулись18Показать эту веткуРахманова Елена@ZaAlekseja·21 мар.В ответ @skills_of_pills и @ChangeЧто ж Вы за люди!?Хаматова не самое большое зло.Фонд ""Подари жизнь"" спас 73 тыс.детей(!)
Человек публично раскаялся,почему не публикуете её интервью у Иры Шихман.
Однобокая правда-это кривда. 
Она не расхитила триллионов и не в Германию приехала,првдорубы,блть!
Кабаеву хейтите!16Рахманова Елена@ZaAlekseja·21 мар.В ответ @WasjukiПослушайте,но остановитесь!
Фонд ""Подари жизнь"" спас 73 тысячи детей.Переключитесь уже на нобелевского лауреата Муратова,который вместо фонда Ройзмана отдал премию в фонд Путина.
Давайте оставаться людьми и уметь прощать.Да,пизданула когда-то хрень,но раскаялась публично у Шихман11Артем@Artem200578·21 мар.В ответ @skills_of_pills и @ChangeПросто, для информации, её фонд ""подари жизнь"" за все время спас 73000 жизни детей. Теперь подписывайте....310Тернистый Пу@ternisti_pu·21 мар.В ответ @turkmendagzЛично мне достаточно этого факта: фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.527𝐶𝑂𝐷𝐸 𝐷𝐴 𝑉𝐼𝑁𝐶𝐼@VinciGatto·21 мар.В ответ @aavst20551Если бы не путлер у власти, то Фонд «Подари жизнь» был бы не нужен. Деньги на лечение детей должны быть в бюджете «великой» энергетической и ядерной сМехдержавы. Путлер эти деньги тратил на ракеты с непредсказуемой траекторией полёта.2Пузо Проханова@s9S08crK5vegGHn·21 мар.В ответ @aavst205511. Откуда дровишки?
2. Надо верифицировать понятие ""спас"".
3. Фонд ""Подари жизнь"" - не фонд одной Чулпан Хаматовой.злой @abtohton·21 мар.В ответ @aavst20551Фонд «Подари жизнь» Чулпан Хаматовой России не нужен. Сейчас продвигается всей чумной пропагандой фонд «Подари смерть» Владимира Путина1715Aldangl@aldangl·21 мар.В ответ @5000KrotФонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.9DASERGEY@s20110448315·21 мар.Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.
Все, что вы хотели об этом знать1Watcher  @wattcher_123·21 мар.В ответ @TPveUcyx2m4TEvt @LewitzkiVictor и @Kira_YarmyshВы путаете её с министром здравоохранения. Фонд ""Подари жизнь"" существовал на пожертвования"".  Переходите на безалкогольные напитки.16Новые Известия@newizvestia·21 мар.Чулпан Хаматова переехала в Латвию. Её Благотворительный Фонд «Подари жизнь» остается в России, будет и дальше помогать детям, страдающим от онкологических и онкогематологических заболеваний
https://newizv.ru/news/culture/21-03-2022/aktrisa-chulpan-hamatova-ya-ne-predatel-ya-ochen-lyublyu-svoyu-rodinu?utm_medium=social&utm_campaign=communities_1mi&utm_source=twitter.com…11Māra Treiberga@jenuufa·21 мар.В ответ @VeikoSpolitis и @Zelveaavst2055
@aavst20551
Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.
Все, что вы хотели об этом знать1vladimir osminin@vladimirosminin·21 мар.В ответ @STusyaAВ этом вся её истошность по ""давайте денежки на благотворительный фонд «Подари жизнь». Это мои денежки. С ними я уеду в Латвию. Не поддавайтесь на рекламу фондов на ТВ. Это развод. Помогайте ближним.5миллиард казахстанцев@S8gy2AEgVRHyS2Q·21 мар.Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.
Все, что вы хотели об этом знать
Венедиктов1aavst2055@aavst20551·21 мар.Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.
Все, что вы хотели об этом знать364119526Жирафик@molodoi2021·21 мар.Фонд «подари себе жизнь»ЦитироватьИгорь Пачковский@Q0MT6pFmbVqynsM · 21 мар.Актриса и учредитель фонда ""Подари жизнь"" Чулпан Хаматова в интервью Катерине Гордеевой сообщила, что покинула Россию и боится возвращаться1Alexander O@AlexxxxanderO·21 мар.В ответ @kbr70eqy92wrq7 и @VALMICHEL7Основатель фонда «подари жизнь». Собирала деньги на спасение тяжелобольных детей. Спасла сотни. Пошла на сделку с совестью (топя за ВВП), чтобы собрать больше денег и держать фонд открытым.16ЮгоСеверныйОкеан@OADmS6gByoPTqkE·21 мар.В ответ @seostock и @GlebKaznacheevФонд ""подари жизнь"" будет ее кормить1",0.0,0.0,0,0.999183,0.0009062324,0.000110496156,0.00018364916,0.35263243,0.86205393,0.21230601
335,2022-03-21T18:58:43.000Z,Лина Ланг,@x67oDt4Y84459HE,"""Екатерина Шергова, директор фонда «Подари жизнь»: ""На протяжении 14 лет мы постоянно говорим о том, что фонд «Подари жизнь» не получает никаких государственных грантов и какую-либо еще материальную поддержку.."" 24 марта 2021

https://podari-zhizn.ru/ru/publications/fond-i-gosudarstvo-kak-eto-rabotaet…",0.0,0.0,1,0.9971204,0.0030869527,0.0003473784,0.0001317708,0.59760356,0.9541502,0.08163179
336,2022-03-21T18:58:43.000Z,Лина Ланг,@x67oDt4Y84459HE,"Это личное мнение Чулпан, на которое она имела право. И имеет. Вы тоже уехали, помню вас по Статусу с несравненной Екатериной Шульман. Факт остаётся фактом, что Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 г. спас более 73 тыс.детей. Как говорится : Слово и Дело.",0.0,0.0,2,0.99916697,0.0011081964,0.00019475797,0.00016594287,0.31787258,0.9110798,0.14736651
337,2022-03-21T18:58:43.000Z,ashtray heart ⃤ #НетВойнеСУкраиной,@ashtrayhrtt,Фонд «Подари жизнь» Чулпан Хаматовой к 2022 г. спас более чем 73 тыс. детей. Это не в Twitter пиздеть,1.0,0.0,8,0.0031308942,0.9551843,0.0064928606,0.012979173,0.89433175,0.80028826,0.2136671
338,2022-03-21T18:58:43.000Z,Рахманова Елена,@ZaAlekseja,Я надеюсь мы понимаем что фонд подари жизнь он не единственный в стране и что ВСЕ фонды вот с этим столкнулись,1.0,0.0,6,0.99874604,0.0010026743,0.0011972397,0.00024109139,0.39210328,0.9707053,0.047622915
339,2022-03-21T18:58:43.000Z,Рахманова Елена,@ZaAlekseja,"Что ж Вы за люди!?Хаматова не самое большое зло.Фонд ""Подари жизнь"" спас 73 тыс.детей(!)
Человек публично раскаялся,почему не публикуете её интервью у Иры Шихман.
Однобокая правда-это кривда. 
Она не расхитила триллионов и не в Германию приехала,првдорубы,блть!
Кабаеву хейтите!",1.0,0.0,1,0.8796702,0.10147411,0.0006392776,0.0014948288,0.90651804,0.15326391,0.7014922
340,2022-03-21T18:58:43.000Z,Артем,@Artem200578,"Послушайте,но остановитесь!
Фонд ""Подари жизнь"" спас 73 тысячи детей.Переключитесь уже на нобелевского лауреата Муратова,который вместо фонда Ройзмана отдал премию в фонд Путина.
Давайте оставаться людьми и уметь прощать.Да,пизданула когда-то хрень,но раскаялась публично у Шихман",3.0,0.0,10,0.007065749,0.95131195,0.0036172948,0.014868942,0.93398803,0.37322798,0.5145607
341,2022-03-21T18:58:43.000Z,Тернистый Пу,@ternisti_pu,"Просто, для информации, её фонд ""подари жизнь"" за все время спас 73000 жизни детей. Теперь подписывайте....",5.0,0.0,27,0.9993635,0.0007414168,0.00015335636,0.00021574218,0.35029775,0.9597181,0.066724285
342,2022-03-21T18:58:43.000Z,𝐶𝑂𝐷𝐸 𝐷𝐴 𝑉𝐼𝑁𝐶𝐼,@VinciGatto,Лично мне достаточно этого факта: фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.,0.0,0.0,2,0.99953353,0.0005854052,0.0002706551,0.0001675177,0.11206561,0.95638025,0.072730094
343,2022-03-21T18:58:43.000Z,Пузо Проханова,@s9S08crK5vegGHn,"Если бы не путлер у власти, то Фонд «Подари жизнь» был бы не нужен. Деньги на лечение детей должны быть в бюджете «великой» энергетической и ядерной сМехдержавы. Путлер эти деньги тратил на ракеты с непредсказуемой траекторией полёта.",0.0,0.0,0,0.7748333,0.20691893,0.0009966504,0.0030699333,0.92863864,0.7410451,0.30685845
344,2022-03-21T18:58:43.000Z,злой ,@abtohton,"1. Откуда дровишки?
2. Надо верифицировать понятие ""спас"".
3. Фонд ""Подари жизнь"" - не фонд одной Чулпан Хаматовой.",1.0,7.0,15,0.99924767,0.0008164926,0.00029074875,0.00022248169,0.37348548,0.9551696,0.07677854
345,2022-03-21T18:58:43.000Z,DASERGEY,@s20110448315,Фонд «Подари жизнь» Чулпан Хаматовой к началу 2022 года спас более чем 73 тыс детей.,,,0,0.99945134,0.00057285413,0.00023719703,0.00013268176,0.19009873,0.96161467,0.064331256
