,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,category
140,2021-10-05T11:00:02.000Z,Известия,@izvestia_ru,"Фонд «Подари жизнь» запустил новый сервис юридической поддержки родителей детей с онкозаболеваниями

Сервис поможет семьям онкопациентов сориентироваться в документах, с которыми они сталкиваются при лечении и узнать, что именно им положено по закону: https://iz.ru/1229640/evgeniia-priemskaia/dobivatsia-slozhnee-chem-smiritsia-na-kakuiu-pomoshch-v-rossii-imeiut-pravo-onkopatcienty…",0,0,2,новости о фонде
141,2021-09-30T13:50:02.000Z,InterMedia,@intermedia_ru,Фонд «Подари жизнь» и LegalPics запускают сервис юридической поддержки для родителей больных детей...,0,0,0,новости о фонде
142,2021-09-29T12:02:17.000Z,Zhenya,@takoe__,"А она великий человек, в благотворительности еë имя уже давно нарицательное, как и фонд ""Подари Жизнь"". Так может и с Дуровым надо подождать? Он человек тоже по-своему великий. И никогда не предавал ценности свободы, свободы слова так в особенности.",0,0,0,политический твит
143,2021-09-18T17:51:24.000Z,↸ଟୀ,@i61i61i61," Фонд ""Подари Жизнь"" запускает благотворительный NFT-аукцион в котором участвует i61. 

https://rarible.com/podarilife
https://twitter.com/PodariLife",1,2,51,новости о фонде
144,2021-09-17T07:23:01.000Z,КП-Рязань,@kprzn,"Чулпан Хаматова поблагодарила маму рязанца Алеши Кузнецова, боровшегося с раком

Часть денег, собранных на лечение мальчика и оставшихся после его ухода из жизни, получил фонд «Подари жизнь»",0,0,0,политический твит
145,2021-09-15T07:30:35.000Z,Верблюд в огне,@verbludvogne,"Классный повод сдавать вторсырье на переработку — фонд «Подари планете жизнь» сделает из собранного пластика светящийся арт-объект в форме нерпы.

https://verbludvogne.ru/news/v-irkutske-ustanovyat-svetyashhuyusya150921/…",0,0,1,новости о фонде
146,2021-09-14T17:54:41.000Z,gornyak75_80,@gornyak75,"Пенза-онлайн
Издательский дом Перегудова
Проект «Пикетмэн»
Фонд «Подари жизнь»
Фонд «Последний адрес»
Правозащитный совет Санкт-Петербурга
Фонд «Предание»
Программа «Новая наркополитика»
Профсоюз журналистов и работников СМИ
Газета «Псковская губерни",1,0,0,новости о фонде
147,2021-08-29T21:55:54.000Z, Лё всё ещё вечно в ностальгии (в ахуе) , ,"Ну нихуя себе... Не хочу хвастаться, но когда у меня был постоянный заработок, каждый месяц по 100 и по 50 рублей в месяц я автоматом отправляла и в фонд Кости, в Подари жизнь и другие.
Причём тут дед...
Странного они о нас мнения. Жаль, что чувствуется такая разница поколений((",1,0,7,политический твит
148,2021-08-27T10:41:24.000Z,The Village,@villagemsk,"В магазине adidas на Кузнецком мосту появилась инсталляция от художника Никиты Реплянского — деньги от продажи ее NFT-копий переведут в фонд «Подари жизнь»

http://we.the-village.ru/jTPdM",0,1,4,новости о фонде
149,2021-08-18T09:43:03.000Z,Kanzoboz,@kanzoboz,ГАММА и фонд помощи «Подари жизнь» предоставили товары детям в ведущие клиники страны : https://kanzoboz.ru/news.php?view=641777…,0,0,0,новости о фонде
150,2021-08-06T09:36:16.000Z,Д.Крузое,@d_kruzoe,"Фонд Хаматовой ""Подари жизнь"" как пример.",0,0,0,упоминание в хорошем контексте
151,2021-07-30T10:43:06.000Z,Пятый канал Новости,@5tv,"Сегодня мы подводим итоги акции «День добрых дел».
И благодаря вам, неравнодушным зрителям Пятого канала, нам удалось собрать всю сумму, и даже больше. Всего за один день вы перечислили в фонд «Подари Жизнь» четыре миллиона 157 тысяч 77 рублей. Спасибо вам большое!",0,0,2,упоминание в хорошем контексте
152,2021-07-29T09:04:35.000Z,Шура Балаганов,@Balaganov_Sh,"Свое решение суд обосновал тем, что обвиняемая раскаялась и направила 50 тыс. рублей в благотворительный фонд «Подари жизнь». 
Можно продолжать Марь Ванна",0,0,0,политический твит
153,2021-07-28T00:10:14.000Z,KpyroM_Bparu ,@KpyroM_Bparu,Фонд «Подари весёлую жизнь»,0,0,0,перевел пожертвование
154,2021-06-30T09:22:46.000Z,Андрей Третьяков,@RussianGigant,"ЕдРо Партия Путина, а на выборах 2018 многих заставили быть доверенным лицом, даже Чулпан Хаматову, угрожая закрыть ее благотворительный фонд ""Подари Жизнь!""",1,0,1,политический твит
155,2021-06-18T11:49:14.000Z,Афиша Daily,@afisha,Фонд «Подари жизнь» предлагает всем выпускникам отметить окончание школы взрослым поступком — помочь нуждающимся. С 18 по 26 июня на сайте «Шарим помощь» можно сделать пожертвование на лечение детей.,0,0,0,просьба пожертвования
156,2021-06-18T07:56:02.000Z,Пятый канал Новости,@5tv,"Пятый канал подводит итоги акции «День добрых дел» для Вероники Мешковой. Благодаря вам, зрителям Пятого канала удалось собрать необходимую сумму, и даже больше. Всего за один день вы перечислили в фонд «Подари жизнь» 4 миллиона 443 тысяч 564 рубля. Спасибо вам!",0,0,1,упоминание в хорошем контексте
157,2021-06-16T18:08:21.000Z,BLACKPINK RUSSIAN SPEAKING FANBASE,@BlackpinkInform," Фонд «Подари жизнь». Для помощи детям с онкологическими заболеваниями.
 Фонд «Старость в радость». Для помощи инвалидам и пожилым людям.
Частный Одинцовский приют для животных.",1,1,18,просьба пожертвования
158,2021-06-02T12:11:00.000Z,Kia Russia,@kia_russia,"В День защиты детей мы объявляем результаты акции в поддержку фонда «Подари жизнь». В фонд переведено 5 715 000 рублей, эти средства направятся на программу «Диагностика и анализы» для тяжелобольных детей.",1,0,0,упоминание в хорошем контексте
159,2021-05-25T04:56:22.000Z,чмурь,@4Yk20,благотворительный фонд подари соне жизнь,1,0,0,новости о фонде
160,2021-05-22T12:26:57.000Z,Pavel Gonchar,@gpn78,ДЕНЬ ПАМЯТИ #фондподарижизнь @ Гоголь-центр https://instagram.com/p/CPLNmkAJ0GfuJfhxK4gAyEmpHJ0nHV_SVnOpv00/?utm_medium=twitter…,0,0,0,новости о фонде
161,2021-05-17T15:35:54.000Z,C.I.,@CS_IFN,"Если Вы знаете фонд ""Подари Жизнь"" то, возможно Вам известен его вклад в зарождение и деятельность фонда. 
Про всевозможные благотворительные концерты и акции тоже вполне известно.",1,0,0,новости о фонде
162,2021-05-12T20:15:08.000Z, Мегатонна критических черепашок — и точка!,@critical__bugs,Фонд «Подари Жизнь в Северной Корее»,0,1,38,перевел пожертвование
163,2021-05-12T15:57:54.000Z,Ulvi,@Ulvi44620042,"Помним как её склонили к патриЁтизьму, когда под угрозой разгрома оказался её фонд ”подари жизнь”, а потом видимо вошла во вкус и скатилась по наклонной...",1,0,0,политический твит
164,2021-05-12T06:53:33.000Z,марта янич,@1015_ast,"на деньги фонда больным детям это насекомое отстроилась там по полной и оплатила ВНЖ..
https://podarijizn.livejournal.com/1849.html
Это слишком мерзко!фонд «Подари Жизнь» ежемесячно собирает миллионы рублей (примерно в среднем около миллиона долларов). Представляете сколько это? Неужели этих денег",2,0,2,политический твит
165,2021-05-11T16:21:31.000Z,Мы Снова Победили,@snova_my,"Нет проку? Т.е. вы отказываетесь от всех тех жизней, что спас фонд ""Подари жизнь""?",1,0,1,политический твит
166,2021-05-10T16:23:38.000Z, Мегатонна критических черепашок — и точка!,@critical__bugs,Ну хотя кому-то фонд «Подари Жизнь» помог,0,0,1,упоминание в хорошем контексте
167,2021-04-08T13:15:22.000Z,ASI_News,@ASI_Russia,"Фонд «Подари жизнь» построит пансионат для детей, которые лечатся от рака",0,0,0,новости о фонде
168,2021-04-07T20:00:03.000Z,Москвич Mag,@moskvich_mag,"Фонд «Подари жизнь» построит в Новой Москве пансионат для детей, лечащихся от рака
https://moskvichmag.ru/gorod/fond-podari-zhizn-postroit-v-novoj-moskve-pansionat-dlya-detej-lechashhihsya-ot-raka/?utm_source=twitter&utm_medium=social&utm_campaign=fond-podari-zhizn-postroit-v-novoy-mos…",0,0,0,новости о фонде
169,2021-04-07T15:24:00.000Z,Афиша Daily,@afisha,"Фонд «Подари жизнь» построит в усадьбе «Измалково» пансионат для детей, лечащихся от рака. Строительство начнется в июле этого года.",0,0,3,новости о фонде
170,2021-04-02T21:46:36.000Z,W.Alex,@justupkeen,"Фонд ""Подари жизнь"".

https://podari-zhizn.ru/main",0,0,0,новости о фонде
171,2021-03-15T03:14:27.000Z,Верблюд в огне,@verbludvogne,"С 20 по 28 марта фонд «Подари планете жизнь» проведет в Иркутске экофестиваль. На нем можно будет продегустировать эко-блюда, научиться сортировать вторсырье и посмотреть документалки конкурса «Минута для будущего».",0,0,1,новости о фонде
172,2021-03-10T10:19:44.000Z,МОСОБЛЭНЕРГО,@mosoblenergo,Несколько лет назад усадьбу получил в безвозмездное пользование сроком на 49 лет фонд «Подари жизнь».,1,0,0,новости о фонде
173,2021-03-05T17:45:35.000Z,Albina,@AlbinaPatou,"И когда будете называть людей говном, честно ответьте себе на вопрос, а что именно сделал этот человек, как он помог другим, изменил чью-то жизнь? Фонд подари жизнь спасает жизни. Эхо Москвы доносит разную информацию до людей, даёт площадку для разных взглядов. А вы что сделали?",0,0,2,политический твит
174,2021-03-05T15:25:13.000Z,Business FM,@Radio_BFM,"Благотворительные фонды обратились к Путину из-за ужесточения требований к ним

Фонды «Подари жизнь», «Вера» «Старость в радость», «Адвита», фонд Константина Хабенского и другие уверяют, что не смогут выполнить требование Минюста о ежегодной отчетно…",0,0,0,новости о фонде
175,2021-03-05T09:55:56.000Z,Дождь,@tvrain,"Обращение подписали фонды «Вера», «Подари жизнь», благотворительный фонд Константина Хабенского и другие организации https://tvrain.ru/s/JdH/",16,14,206,новости о фонде
176,2021-03-05T09:26:19.000Z,ТАСКаю ИНфо К Себе,@TaskinKS,"Ну так НА - ХАВАЙ 
Обращение к Путину подписали крупнейшие фонды, среди которых «Подари жизнь» и фонд Константина Хабенского. Они предупредили о сокращении пожертвований из-за новых правил https://openmedia.io/news/bolee-50-nekommercheskix-organizacij-poprosili-putina-osvobodit-ot-slishkom-zhyostkix-finansovyx-trebovanij/…",3,1,2,новости о фонде
177,2021-03-05T09:15:03.000Z,Открытые медиа,@OpenMedia_io,"Обращение к Путину подписали крупнейшие фонды, среди которых «Подари жизнь» и фонд Константина Хабенского. Они предупредили о сокращении пожертвований из-за новых правил https://openmedia.io/news/bolee-50-nekommercheskix-organizacij-poprosili-putina-osvobodit-ot-slishkom-zhyostkix-finansovyx-trebovanij/…",1,1,4,новости о фонде
178,2021-03-03T05:34:11.000Z,Чуха,@Chuha72202477,"1) это законный путь,  так как если клиника не готова взять пациента,  если он не операбелен например,  то таким способом,  вы потеряете время. Клиника может отказать. 2) Подари Жизнь - разве не онкология?  , и да любой фонд- сбор денег,  что не так?",2,0,0,политический твит
179,2021-03-02T18:29:45.000Z,ᴮᴱAleksa ₇,@ldnght,"+ На данный момент фанбазой, а именно огромной СНГ - семьёй, оказана поддержка фонду ""Насилия.нет"", следующим будет фонд ""Подари жизнь"". Так же в настоящее время идёт сбор информации о всех приютах для животных по стране, а значит и в Сочи, чтоб оказать помощь +
@BTSforia_OT7",1,0,1,упоминание в хорошем контексте
180,2021-03-01T17:51:06.000Z,Такие Дела,@takiedelaru,"Сегодня день рождения Галины Чаликовой, знакового человека в российской благотворительности.

Галина основала фонд «Подари жизнь», сделала всё, чтобы появился детский хоспис и помогла создать «Дом с маяком», стала идейным основателем фонда «Галчонок»",0,4,16,упоминание в хорошем контексте
181,2021-02-24T14:30:00.000Z,Time Out Москва,@timeout_msk,"Сегодня в кинотеатре «Октябрь» покажут фильм «Пугало». 80% денег от продажи билетов пойдут в фонд «Подари жизнь». Time Out рассказывает подробнее.
https://timeout.ru/msk/feature/pokaz-pugala-v-oktyabre-pomozhet-detyam-s-onkozabolevaniyami…",0,0,0,новости о фонде
182,2021-02-22T17:37:47.000Z,Viktorovich,@ecpchief,"Ну в фонд ""Подари жизнь"", которые по ТВ рекламируются я и сам постоянно засылаю, и думаю он ещё как то единственный останется, как реально помогающий, ну может ещё какие реальные. А вот этим мудакам веры нет!",0,0,5,упоминание в хорошем контексте
183,2021-02-07T10:25:43.000Z,|⸙͎настя юнмііні⁷, | майбутня мейнерка Тіґнарі,"Русскоязычные фанаты пожертвовали более 300 000 тысяч рублей на лечение и реабилитацию детей с онкологическими и гематологическими заболеваниями в фонд ""Подари Жизнь"".
#BTS #BTSARMY #ARMY",1,0,6,упоминание в хорошем контексте
184,2021-02-05T15:12:40.000Z,Artem Cyberbullyin,@AtemJF,"Из списка добровольных пожертвований в фонд ""Подари жизнь""",0,0,1,упоминание в хорошем контексте
185,2021-02-05T07:10:14.000Z,Я❆сибирячка ,Татьяна,"Приоритеты: социальные проекты в Чукотском АО, поддержка искусства и культуры (ЦСК Гараж, парк Горького), поддержка еврейских общин РФ,помощь тяжелобольным детям (фонд «Подари жизнь»), развитие спорта (Фонд поддержки олимпийцев России)",2,0,0,новости о фонде
186,2021-02-04T00:24:52.000Z,Совы не то чем кажутся,@northernowl67,"Дом с маяком,фонд Вера,подари Жизнь,фонд Хабенского",0,0,0,упоминание в хорошем контексте
187,2021-02-03T11:46:39.000Z,Anchous,@anchous87,"Овд-инфо, подари жизнь, одувановский фонд внимание",0,0,0,упоминание в хорошем контексте
188,2021-02-03T10:47:11.000Z,anatski kostia,@anatski,"ФБК, Фонд Внимание, Городские Проекты, ОВД инфо, Подари Жизнь",0,0,0,упоминание в хорошем контексте
189,2021-02-03T10:46:59.000Z,Egor Belikov,@dj_ling,"Кроме твоих, у меня ещё овд-инфо, спид-центр, фонд рылькова, подари жизнь и прочие, им деньги нужны не меньше и постоянно, а не только в момент острой политической позиции",1,0,8,упоминание в хорошем контексте
190,2021-01-30T13:33:40.000Z,Михаил Самохин LA,@Luxon2007,"Я отправляю бонусы в благотворительный фонд ""Подари жизнь"", основанный актрисами Диной Корзун и Чулпан Хаматовой.",1,0,1,упоминание в хорошем контексте
191,2021-01-29T16:19:53.000Z,Kasym Rysbayev,@KasymRSBV,"Фонд ""Подари жизнь"".
Там оказывается помогают детям до 23-х лет с онкологией. 
https://podari-zhizn.ru/main",0,1,1,новости о фонде
192,2021-01-26T10:21:18.000Z,грустный Бублик,@NNekerova,Или фонд Подари жизнь,0,0,0,упоминание в хорошем контексте
193,2021-01-15T15:03:35.000Z,Мартин , | #SaveMariupol,"Если вы из России :

- ""Ночлежка""
- ""Подари жизнь""
- ""Фонд борьбы с лейкемией""
- Кризисный центр ""Сестры""
- ""Русь сидящая""
- ""Мемориал""
- ""СПИД.ЦЕНТР""
- ""Красный крест""",2,4,13,политический твит
194,2021-01-11T23:35:07.000Z,Евгения Сыроешкина,@djonnijeka,#ПодариЖизнь #ЧулпанХаматова #ЕвгенийЧерняк #милосердие #BigMoney #дело #тыможешь #любовьсильнеестраха #фондподарижизнь #благотворительность #сильныелюди,0,0,0,упоминание в хорошем контексте
195,2021-01-06T17:08:33.000Z,Алекс Андр,@sann1984sann,"Фонд ""Подари жизнь"" благотворительный, а этот будет государственным..",0,0,0,политический твит
196,2021-01-06T16:29:18.000Z,Полдень XXII век,@noonxxiicentury,"-Ты крайне критичен к людям! Вот как с Хаматовой.
И тут мы переходим к Хаматовой
Я: А что с Хаматовой. Хвалит Путина, за это получает денег в фонд “Подари жизнь”. По-моему это аморально.
-Да как ты смеешь! Она детей спасает!",1,0,0,политический твит
197,2021-01-06T12:37:21.000Z,Дева под вуалью,@ludmila4371,У Чулпан Хаматовой есть уже фонд «Подари жизнь»,2,0,1,упоминание в хорошем контексте
198,2021-01-06T07:50:07.000Z,Dre1,@DremanerDre1,"Вроде бы есть же фонд ""Подари жизнь"". Или новый фонд будет специально лишь для сбора денег смсками?!",4,0,7,упоминание в хорошем контексте
199,2020-12-29T12:36:28.000Z,BTS Kazakhstan ARMYs,@KZBTSARMY,"Оставшуюся сумму в 6672 тг мы перенаправили в Общественный Фонд Милосердие - Подари детям жизнь, обеспечивающие операции детей из Казахстана с тяжёлыми заболеваниями ",0,0,12,упоминание в хорошем контексте
200,2020-12-27T08:36:18.000Z,"Emerald ""Asura"" Flint | Столп переработок",@Asura_D_Scarlet,"Хорошее дело) Отправил денег в фонд ""Подари жизнь""",0,0,1,упоминание в хорошем контексте
201,2020-12-21T08:00:06.000Z,PepsiCo Россия,@PepsiCoRUS,"Третий год подряд мы проводим «Безумное чаепитие», поддерживая Фонд Подари жизнь. В этот раз мы поздравили фонд с днем рождения в онлайн формате. Благодаря активному участию сотрудников, PepsiCo пожертвует фонду 300 тысяч рублей, которые будут направлены на помощь детям.",0,0,0,упоминание в хорошем контексте
202,2020-12-17T20:16:05.000Z,Vladimir Ermakov,@noiretlunaire,"Для людей:
- Подари Жизнь (@podarizhizn)
- Фонд Хабенского
- МойМио
- Вера (@hospicefund)
- Дом с маяком
- Острова (@bfostrova)

Для животных:
- Фонд «Рэй»
- WWF России

Для среды и общества:
- Городские проекты (@Gorod_Proekt)
- Фонд «Внимание» (@fondvnimanie)

(3/3)",1,0,7,новости о фонде
203,2020-12-14T13:25:39.000Z,maart,@arcteryx74,"Ничего, что ежемесячно в фонд ""Подари жизнь"" перевожу около 10% от своих доходов? Просто так.",1,0,0,упоминание в хорошем контексте
204,2020-12-07T05:35:37.000Z,Новости от 66.RU,@66ru,"Уральский «Сбербанк» на протяжении 7 лет не дарит своим партнерам подарки на Новый год. Вместо этого сэкономленные деньги банк пересылает в фонд «Подари жизнь». Таким образом благотворители получили уже 10 миллионов рублей
https://66.ru/news/society/236683/…",1,0,2,новости о фонде
205,2020-12-03T11:35:52.000Z,Галина Сергеевна любит тебя,@GalinaS_Support,"Фонд ""Подари жизнь"" помогает людям до 25 с тяжёлыми заболеваниями, онкологией, болезнями крови

Среди прочего им можно перечислить мили Аэрофлота или баллы РЖД, чтобы оплатить ими дорогу до больницы или мед.центра, стать волонтером, помочь вещами",1,9,775,просьба пожертвования
206,2020-11-30T18:21:22.000Z,распад и неуважение,@VictorKvert2008,"Благотворительные фонды вновь пожаловались на нехватку онкопрепаратов. Ситуация по-прежнему остается катастрофической. В числе подписантов благотворительный фонд «Адвита», фонд Хабенского, «Подари жизнь» и другие организации-иностранные агенты. https://echo.msk.ru/news/2750514-echo.html…",0,3,10,новости о фонде
207,2020-11-26T17:07:23.000Z,Glamour Russia,@GLAMOUR_Russia,"«Дети сильнее, чем мы думаем»: фонд «Подари жизнь» выпустил трогательный клип на песню Земфиры https://glamour.ru/culture-news/deti-silnee-chem-my-dumaem-fond-podari-zhizn-vypustil-klip-na-pesnyu-zemfiry…",0,0,0,новости о фонде
208,2020-11-26T12:16:21.000Z,Snob,@snob_project,"Благотворительный фонд «Подари жизнь» выпустил клип на песню Земфиры «Хочешь». «Получился манифест о детской силе, борьбе и победе», — отметила соучредитель фонда Чулпан Хаматова",1,0,9,новости о фонде
209,2020-11-26T08:49:51.000Z,ASI_News,@ASI_Russia,"26 ноября, в день рождения благотворительного фонда «Подари жизнь» @podarizhizn - премьера клипа на песню Земфиры. Поздравляем Фонд с Днем рождения! Желаем здоровья сотрудникам и всем его подопечным.",0,1,0,упоминание в хорошем контексте
210,2020-11-26T06:28:02.000Z,Некта Фамилиев,@No_Sir25,"Фонд ""Подари жизнь"" снял клип на слова ""хочешь, я убью соседей""",0,0,0,новости о фонде
211,2020-11-26T05:30:32.000Z,Подпоручик Киже,@Lt_Kizhe,"Не анекдот.
Фонд ""Подари жизнь"" Чулпан Хаматовой снял клип на песню Земфиры ""Хочешь?"", где есть такие слова: Хочешь, я убью соседей, что мешают спать.",0,1,10,политический твит
212,2020-11-26T05:24:33.000Z,ТАСС,@tass_agency,"Фонд ""Подари жизнь"" снял клип на песню Земфиры ""Хочешь?"": 
http://go.tass.ru/aNLE",0,3,7,новости о фонде
213,2020-11-16T12:54:49.000Z,Ibragim , Ibragimoff,"Отличная практика - регулярно перечисляю в фонд ""Подари жизнь"" за круглые столы М-ЛОГОС",0,0,1,упоминание в хорошем контексте
214,2020-11-06T11:59:37.000Z,Цех,@Zehmedia,"Фонд «Подари жизнь» начался с инициативной группы. Через некоторое время стало понятно, что для эффективной помощи нужна полноценная организация, а для ее работы — профессионалы

http://l.zeh.media/WH93",0,0,0,новости о фонде
215,2020-11-03T19:00:31.000Z,Yuri Hramov,@yurihramov,"В больничке, в отделении ТКМ привели какую-то «звездульку». Она предлагает девочке совместное фото, а та отвечает: «А ты кто? Не знаешь, когда Оля (фонд Подари жизнь) придёт?»...",1,0,8,политический твит
216,2020-11-01T21:01:24.000Z,EkaterinaS,@Ekateri03985583,"@MedvedevRussiaE
@MedvedevRussia
http://kp.ru/daily/27122.5/4204590… 

значит фонд Подари Жизнь НКО?)))",0,0,0,новости о фонде
217,2020-10-29T08:32:11.000Z,Телеканал Царьград,@tsargradtv,"Ряд российских благотворительных фондов, в числе которых Фонд Константина Хабенского, ""Подари жизнь"", ""ЭНБИ"" и другие, направили президенту России, председателю Совета Федерации и председателю Государственной Думы открытое письмо. ""Мы не можем молча…",0,5,5,новости о фонде
218,2020-10-26T17:00:51.000Z,Фонтанка. Новости,@fontanka_news,"Опасное для жизней импортозамещение. Фонд Хабенского, AdVita и «Подари жизнь» просят Путина вернуть исчезающие лекарства для больных раком детей",1,5,4,политический твит
219,2020-10-26T16:33:42.000Z,Афиша Daily,@afisha,"Благотворительный фонд Константина Хабенского, «Подари жизнь» и другие организации написали открытое письмо Путину. 

Они рассказали о тотальном дефиците лекарств для онкобольных в России — из-за этого лечение пациентов, в том числе детей, невозможно.",5,10,21,новости о фонде
220,2020-10-26T16:15:14.000Z,Секрет Фирмы,@scrtmag,"Авторами обращения выступили 27 организаций из разных регионов России, среди которых «Подари жизнь», фонд Константина Хабенского и «Справедливая помощь Доктора Лизы»
https://secretmag.ru/news/blagotvoritelnye-fondy-poprosili-u-putina-pomoshi-iz-za-katastroficheskoi-nekhvatki-lekarstv-ot-raka.htm?utm_source=sftw&utm_medium=social…",0,0,0,новости о фонде
221,2020-10-25T00:00:12.000Z,AnastasiyaARMY,@RosieAnastasia,"Р.s. Мы своего добились в любом случае :) Иди закинь денежку в какой-нибудь фонд, как это делают Арми и к-поп стэны ру-сегмента. Хороший фонд ""Подари Жизнь"" - советую, проверенные.",0,0,0,упоминание в хорошем контексте
222,2020-10-12T18:00:04.000Z,Журнал «Нож»,@knife_media,"Пользователи «ВКонтакте» пожертвовали 15 миллионов рублей на благотворительность

Пользователи «ВКонтакте» сделали больше 200 тыс. пожертвований и перечислили 15 миллионов рублей в фонд «Подари жизнь» в рамках акции, приуроченной к 14-летию соцсети.",0,0,1,новости о фонде
223,2020-10-12T14:45:56.000Z,E=mc^2,@Nastya666sti,"Спала я значит.
Звонок. Фонд подари жизнь. 
Девушка спросила когда в последний раз сдавала кровь; я говорю такая - сегодня, мне сказали огромное спасибо и пожелали восстанавливаться",0,0,2,новости о фонде
224,2020-10-08T08:57:03.000Z,Annica,@AnnicaNIk,"Очень неприятно когда под фото с моим ребёнком просят помощи для какого-то больного малыша. Я максимально стараюсь избегать подобных вещей и тем, по возможности пересылаю деньги в фонд 'подари жизнь' и это мой максимум, моя психика не воспринимает нормально данную информацию.",0,0,5,перевел пожертвование
225,2020-10-06T14:56:20.000Z,олегсей,@leshimaru,Пожертвовала 200р в фонд «подари жизнь»?,1,0,1,упоминание в хорошем контексте
226,2020-10-06T12:19:59.000Z,DadMikhey,@DadMikhey,"Она не русофоб. Она за правду. По вашему мнению тогда и фонд ""Подари жизнь"" русофобским должен быть. Зря вы так!!! (((",0,0,1,политический твит
227,2020-10-01T05:53:15.000Z,Dulcinea,@Dulcine16974200,"Читать: из бюджета в оффшоры путина будет переведено 2,236 млрд руб.

А в фонд ""Подари жизнь"" ничего выделено не будет. Просто денег нет.",0,3,2,политический твит
228,2020-09-21T01:05:53.000Z,IMAPRESS.MEDIA,@ImapressMedia,Сбербанк и Visa утроят отчисления по картам в благотворительный фонд «Подари жизнь» - http://imapress.media/2020/09/14/sberbank-i-visa-utroyat-otchisleniya-po-kartam-v-blagotvoritelnyj-fond-podari-zhizn/…,0,0,0,новости о фонде
229,2020-09-16T14:21:00.000Z,Новости Брянска,@newsbryanskru,"Сбербанк и Visa утроят отчисления по картам в благотворительный фонд ""Подари жизнь""
https://newsbryansk.ru/fn_607211.html

Сбербанк совместно с Visa утроят отчисления на благотворительность по карте ""Подари жизнь"" с 10 сентября по 31 октября 2020 года. #Брянск #НБ",0,0,0,новости о фонде
230,2020-09-11T15:59:41.000Z,SmolDaily Смоленск,@SmolDaily,Сбербанк и Visa утроят отчисления по картам в благотворительный фонд «Подари жизнь» #Смоленск https://smoldaily.ru/sberbank-i-visa-utroyat-otchisleniya-po-kartam-v-blagotvoritelnyj-fond-podari-zhizn…,0,0,0,новости о фонде
231,2020-09-11T07:35:33.000Z,Teleinform News,@tinf_irk,Сбербанк и Visa утроят отчисления по картам в благотворительный фонд «Подари жизнь» | https://ift.tt/2Rjljxq,0,0,0,новости о фонде
232,2020-09-04T11:53:40.000Z,(не)живое ᴍɪʏᴀʀ⁷,@brili_la,"собрали более 15 000 долларов, и пожертвовали его в фонд «Подари жизнь» (Россия/СНГ)",1,0,8,новости о фонде
233,2020-08-18T13:45:59.000Z,srjnmarkovic,@srjnmarkovic,"РУЛЬКА В ПИВЕ https://youtu.be/i1MrZH066qU via @YouTube ПОМОЧЬ ДЕТЯМ ЧЕРЕЗ ФОНД ""ПОДАРИ ЖИЗНЬ"" по этой ссылке https://donate.podari-zhizn.ru/?utm_source=youtube&utm_medium=social&utm_campaign=donate&utm_content=markovi4&pageSource=markovi4&fbclid=IwAR3QXm_W8Ed8oj957Sojmpa4sdz-BjKal72EkEGfoNwiUb0Gj7eonDWjNKw…
ПОДПИСАТЬСЯ НА КАНАЛ: 
ИЛЬЯ ЛАЗЕРСОН https://youtube.com/channel/UCbb-qqGdlVS7laUbUOTOXhg…
ВАСИЛИЙ ЕМЕЛЬЯНЕНКО 
https://youtube.com/channel/UCgeval0um2gyuRhP1qch8Uw…",0,0,0,новости о фонде
234,2020-08-15T16:14:30.000Z,Алексей Гриценко,@house_for_all,"Ну, у неё своих дел хватает. Фонд «Подари жизнь», например.",2,0,1,политический твит
235,2020-08-14T11:26:23.000Z,Мыслящее Мясо,@antsanchaev,"Привет, мой Богатый друг, у меня есть для тебя классное бизнес-предложение (не пирамида). Ты скидываешь деньги в фонд «Подари Жизнь», а он их тратит на детишек? По-моему звучит неплохо!",0,0,1,упоминание в хорошем контексте
236,2020-08-10T13:55:09.000Z,102online,@102onlineru,"Совсем скоро в Уфе возле четырёх торговых комплексов появятся контейнеры для сбора ненужной одежды и домашнего текстиля в чистом виде. Проект «Подари вторую жизнь вещам» запускают общественный центр «УЛЕЙ» и благотворительный фонд «Твёрдая почва».  
http://ufacitynews.ru/news/2020/08/10/v-ufe-poyavyatsya-kontejnery-dlya-sbora-nenuzhnoj-odezhdy-i-domashnego-tekstilya/…",0,0,1,новости о фонде
237,2020-08-09T22:39:38.000Z,parapapabam,@alexas,"Зайди на Русфонд, потом на фонд Хабенского, Подари жизнь и ещё сто других. Вот все эти люди не смогли получить помощь от государства. Сам посчитаешь?",2,0,0,упоминание в хорошем контексте
238,2020-08-04T09:55:01.000Z,Sostav.ru,@sostav_news,"Те, кто хочет помочь, получили удобный и простой инструмент для регулярных переводов в надежные организации, говорят в компании. Среди главных партнеров — фонды «Подари жизнь», «Вера», «Дом с маяком», а также «Фонд Константина Хабенского» и WWF России
http://amp.gs/FT6j",0,0,0,новости о фонде
239,2020-07-31T17:01:48.000Z,Lum1nus,@Lum1nus__,"Продолжая твое качество аналогий, тогда давай не будем рекламировать благотворительный фонд ""подари жизнь"", у них в 2003 уборщица пачку конфет украла",2,0,0,политический твит
