,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,text_lengh,negative
612,2015-05-22,Сокорева Татьяна,@sokoreva1948,фонд подари жизнь,0,0,0,17,0
613,2015-03-10,Новости Ялуторовска,@Yacityru,мегафон фонд подари жизнь запускают совместный благотворительный проект подробность,0,0,0,83,0
614,2019-02-12,Егор Шереметьев,@egorbocinema,благодаря неравнодушным людям фонд подари жизнь день собрал раза большую сумму лекарство оставшиеся деньги спасут ещё чьи жизни прошу возможности останавливать сбор средств личную карту натальи сергеевич,0,0,6,203,0
615,2017-05-08,Надежда Исаева,@jTLU9FIOuVxbyXx,даша бешенцева лет требуется лечение можете помочь подарижизнь,0,0,0,62,0
616,2018-01-04,Никита Кричевский,@nkrichevsky,пока гинер размышляет никита кричевский перевёл фонд подари жизнь накопленные мили аэрофлота сделал публично чему гинер вынудить,5,6,21,128,0
617,2018-11-27,ВГУ,@vsumain,сегодня вгу проходит вкусная благотворительная акция холле главного корпуса вгу сможете отведать горячего чая кофе вместе безумным шляпником алисой также приобрести вкуснейшие кондитерские изделия любое пожертвование фонд подари жизнь,0,0,1,234,0
618,2015-02-15,Анюта Жданова,@GuyaneseBaybie,предприятие носит пилотный характер банковских карт банка поэтому фонд подари жизнь кобрендинговые например выплата пособие,0,0,0,123,0
619,2016-11-11,Hamleys.Russia,@hamleys_russia,преддверии нового года благотворительный фонд подари жизнь легендарный магазин игрушек мир,0,0,0,90,0
620,2021-12-06,DESIGNCOLLECTOR,@designcollector,подарижизнь,1,1,9,11,0
621,2022-04-27,Psych,Pathᶻᵛ,дебиторская задолженность фонда подари жизнь известного фонд актрисы чулпан хаматовой год составила одного миллиарда рубль,0,0,0,122,0
622,2015-05-11,Исаак Фимкин,@ybykk51,победительница шоу новая звезда елена лаптандер призовой миллион рублей передаю фонд подари жизнь,0,0,0,97,0
623,2022-03-23,irinar бумеранг,@23kiskis,бумеранг никому удалось отменить вопросу эмиграции хаматовой латвию избушку началась проверка фонда оказалось тратили млн рублей месяц зарплату западным меркам преступление фонд подари жизнь хаматовой корзун,2,5,6,207,0
624,2019-08-08,Афиша Daily,@afisha,пожертвования сделать благотворительный фонд константина хабенского жизнь чудо подари жизнь фонд помощи людям бас жить,0,1,1,118,0
625,2019-07-18,InfoRUnews,@InfoRUnews,чулпан хаматова появился фонд подари жизнь новости события факты комментарий,0,0,0,76,0
626,2012-08-22,Татьяна Веронская,@Karanissa_Olz,благотворительный фонд подари жизнь февраля г благословению преосвященного владыки савватий,0,0,0,91,0
627,2021-08-18,Kanzoboz,@kanzoboz,гамма фонд помощи подари жизнь предоставили товары детям ведущие клиники страна,0,0,0,79,0
628,2012-11-23,tot samyi,@Totsamyi2,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
629,2018-12-07,FondDetiZemli,@FondDetiZemli,подари жизнь благотворительный фонд помощи детям дети землить,0,0,0,61,0
630,2020-11-06,Цех,@Zehmedia,фонд подари жизнь начался инициативной группы некоторое время стало понятно эффективной помощи нужна полноценная организация работы профессионал,0,0,0,144,0
631,2014-01-31,Вести,@vesti_ru,фонд подари жизнь предупредил мошенник,0,0,0,38,0
632,2018-12-03,Виталий Ястребков,@YastrebkovVV,подарижизнь друзья привет всем продолжаем активный собор денежных средств ребятами можешь стать частью волшебства одного маленького мальчик,0,0,0,139,0
633,2018-08-12,НижегородскаяЕпархия,@nn_eparhia,такие плакаты появились канавинском районе нижнего новгорода жилых микрорайонах возле торговых центров остановках будем надеяться кого нужный день час побудят задуматься судьбе своего будущего ребенка нетабортам подарижизнь,0,0,1,223,0
634,2019-10-28,Ticket in the Box,@hopebts_twt,рублей проект ко дню рождения сокджина ру арми фонд подари жизнь скинуть,0,0,2,72,0
635,2020-06-16,Litvyakov Boris,@watti_ti,подошли улице опросом вау флешбеки опрашивал людей давай организация проводит опрос фонд подари жизнь ясно фейк опрос остановить давай сразу перейдем этапу предлагаешь пожертвовать дома равно кеш берете посмеяться,0,0,1,213,0
636,2014-05-07,Новости Брянск,@NovostiBryansk,брянск брянскому шестикласснику срочно нужны деньги операцию фонд подари жизнь объявил срочный сбор средств леч город,0,1,0,117,0
637,2010-11-04,Обыкновенное чудо,@chudo_musical,фонд подари жизнь мюзикле обыкновенное чудо рады смогли подарить детишкам чудый,0,0,0,79,0
638,2017-06-15,Vadim Zverev,@vad_zver,поздравление международным деньдонора подарижизнь донорыдетям дорогой донор сегодний,0,0,0,84,0
639,2021-02-03,Anchous,@anchous87,овд инфо подари жизнь одувановский фонд внимание,0,0,0,48,0
640,2017-10-03,Meduza,@meduzaproject,фонд подари жизнь принесли коробки патронами возбуждено уголовное деть,4,13,40,70,0
641,2022-05-06,Мама Стифлeрa,@ds107m6p,финансовый след дебиторская задолженность фонда подари жизнь ранее известного фонд хаматовой последние годы демонстрирует прямо таки аномальный рост миллиона миллиарда русски говоря миллиард йка,3,2,10,194,0
642,2013-01-10,Тёма Слепцов,@TemaSleptsov,фонд подари жизнь водянова буду помогать,3,0,0,40,0
643,2013-09-11,Katia Razuvaeva,@razuvaevae,любая сумма спасти чью жизнь фонд подари жизнь,0,0,0,46,0
644,2015-06-10,Cтепан Табуреткин,@blindmen_ru,чулпан хаматова получившая госпремию рф перечислит млн рублей фонд подари жизнь,1,2,0,79,0
645,2014-09-30,hotpies8,@hotpies8,фонд подари жизнь собирает деньги лечение вовы боровского вовы боровского лейкоз года борьба,0,0,0,92,0
646,2019-12-19,`taket går`тигри ,@taket_gar,перевёл свои бонуса спасибо сбера благотворительный фонд подари жизнь молодец помогаю деть,1,0,5,90,0
647,2021-04-28,"ГБУ ""ГлавАПУ""",@glavapu,акция день донора стала значимым событием жизни организации сегодня решили показать главапу мка деньдонора главапу акция подарижизнь службакровь,0,0,17,144,0
648,2018-07-12,Kanzoboz,@kanzoboz,фонд подари жизнь продлили социальную кампанию большое дело малышам помогать,0,0,0,76,0
649,2014-11-19,Europlat,@EuroplatRussia,отличное интервью чулпан хаматовой многогранное парадоксальное ноября фонд подари жизнь пра,0,1,0,91,0
650,2015-07-18,Максим Кац,@max_katz,которыми знакомился адвита фонд подари жизнь гринпис имели оплачиваемый аппарат,1,0,0,79,0
651,2019-03-01,ар2дэ2,@orangevyy,юрий волонтёры фондподарижизнь,0,0,15,30,0
652,2012-11-23,Вилора Аверченковa,@kondraatevaa528,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
653,2014-02-28,NickFaces,@Nickfaces,главная фонд подари жизнь,0,0,0,25,0
654,2014-03-16,Машуня Стрелова,@mashastrelk,линия жизни подари жизнь фонд помощи хосписам вера яица,0,0,0,55,0
655,2020-04-24,TVC News,@tvcplus,чулпан хаматова ответила критикам сериала зулейха открывает глаза предложила провести онлайн конференцию ходе которой авторы оскорблений смогут высказать гадости лицо затем перевести деньги благотворительный фонд подари жизнь сериал фонд,2,0,0,237,0
656,2010-12-01,Corrie,@zicorrieu7x,фонд подари жизнь,0,0,0,17,0
657,2019-05-15,Лучик,@Centr_Lychik,фонд подари жизнь благодарит нашу школу лучик помощь сборе средство,0,0,0,67,0
658,2012-11-27,Данила АСАВ,@fixeses3,фонд подари жизнь предупреждает мошенничестве соцсетях фонд разместил объявление своем официальном сать,0,0,0,103,0
659,2018-06-03,Lana Soroka,@svetlana_soroka,другие благотворительные фонды подари жизнь поделись теплом российский детский фонд радость детства расправь крылья жизнь детям неравнодушные сердца дети земли солнце ладошках детские сердца счастливый мир радуга возрождение настенек,1,0,0,233,0
660,2012-11-23,Miles Rebecca,@vicky_voice_,фонд подари жизнь получит участок детский хоспис,0,0,0,48,0
661,2010-09-23,Roma Kenga,@roma_kenga,рома кенга фонд чулпан хаматовой подари жизнь представлять,0,1,0,58,0
662,2013-10-11,Sultangaliev Bulat,@SultanBul,главная фонд подари жизнь,0,0,0,25,0
663,2020-03-07,Натали_Я,@Ch_Natalilera,гг волонтер отделении онкогематологии российской детской клинической больницы гг фонд подари жизнь личный помощник директора фонда галины чаликовой гг фонд помощи хосписам вера координатор детской программа,0,1,2,206,0
664,2014-03-17,Правмир,@Pravmir,фонд подари жизнь снял клип благотворительного аукциона видео,0,2,0,61,0
665,2013-07-18,Сергей Макаров,@sergeymakarov23,фонд подари жизнь призывает москвичей сдать кровь детей раком помочить,0,0,0,70,1
666,2022-04-24,Sofy Loren,@loren_sofy,особенно доверенной мордой путина фонд подари жизнь господдержкой содержать,0,0,6,75,0
667,2012-05-23,Юля,@konyashko,нашло решила р кинуть фонд подари жизнь,0,0,0,39,0
668,2017-05-29,Лукьянов Евгений А.,@ELukyanov,нужны доноры тромбоцитов подарижизнь,1,5,1,36,0
669,2017-04-26,Лариса Медведева,@dSeMlBDdvpdXunK,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
670,2012-11-24,giorgi,@giorgi7777777,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
671,2019-04-20,ар2дэ2,@orangevyy,александр ильин митя хрусталёв помогают фонду подарижизнь приезжайте фруктами овощами даниловскийрынок фондподарижизнь,0,2,3,118,0
672,2015-04-02,Пятый канал Новости,@5tv,пятый канал фонд подари жизнь объявляют сбор средств спасение вики фербер помочь смс,0,3,0,84,0
673,2018-04-05,Анастасия,@dark_wolf_33,друзья встречи июне новой благотворительной акции подарижизнь ятвойдонора,0,0,0,73,0
674,2014-12-25,Настя Солнышко,@nsun17,зрители пятого канала фонд подари жизнь собрали млн рублей год трк петербург пятый канал,0,0,0,88,0
675,2015-06-19,Alexander Vinokurov,@Vinokurov12,ходорковский назвал выгодным граждан страны решение делу юкоса деньги переведут фонд подари жизнь,5,5,1,97,0
676,2012-12-04,Дмитрий Козин,@dmitrijkozin,сергей ченский перечислит доход концерта благотворительный фонд подари жизнь,0,0,0,76,0
677,2015-12-16,Олег Бочаров,@Olegg82,часть сборов проката россии маленького принца получит фонд подари жизнь история маленького прин,0,0,0,95,0
678,2012-11-22,Рублевка ,@BaltickRu,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
679,2017-11-14,TheVillage Петербург,@villagespb,фонд чулпан хаматовой подари жизнь начал принимать пожертвования криптовалюта,0,0,0,77,0
680,2016-06-30,Афиша Видео,@afishavideo,организует фонд подари жизнь,0,2,0,28,0
681,2022-04-26,сегун минамото,@SegunMinamoto,ещё год её сделали учредителем фонда банковским счётом одним реальными директорами те галина чаликова екатерина чистякова спасали детей пиарились фонд подари жизнь знают фонд чулпан хаматовой е справедливый,0,0,1,206,0
682,2017-02-14,Popan,@popanikk,обсуждаем материалы портала фонд подари жизнь отстаивает право имя,0,0,0,66,0
683,2019-11-02,ар2дэ2,@orangevyy,потрясающая гаяне волонтёр потрясающая девушка художник причёсок девушек поздравила днём рождения живу мире волшебников волонтёров фондподарижизнь добровольцев лизаалерт жить людьми которые окружают жить счастливым обычное деть,0,0,0,227,0
684,2012-08-19,Мон Мируар,@Mon_Miruar,коробка смелости фонд подари жизнь,0,0,0,34,0
685,2018-01-19,Литовка Вадим,@Litovka96,фонд подари жизнь лет помогает деть,0,0,0,35,0
686,2013-12-07,Костя Бес,@KostyaBes,низкий поклон дине корзун чулпан хаматовой благотворительный фонд помощи детям подари жизнь подари смс,0,1,0,102,0
687,2016-02-17,Коммерсантъ,@kommersant,председатель спч закон иноагентах распространен любую нко фонд подари жизнь вер,1,3,1,79,0
688,2019-08-31,Alex Yar76,@Yar76Alex,детский писатель выпустил благотворительный тираж своей книги папины рассказы сказки детям половину тиража направил девять онкологических больниц рф другую продает лекарства деткам онкологией фонд подари жизнь,0,1,0,209,0
689,2013-08-04,Oracle,@newslands,первый рф донор костного мозга заплатил подоходный налог фонд подари жизнь оплатил летнему донору коста,1,0,0,103,0
690,2015-11-10,Прошак Любовь,@Lyubushka69,фонд подари жизнь,0,0,0,17,0
691,2014-02-17,Душа важнее!,@vivaa555,сбор ведется перелет проживание германии руб лечение оплачивает фонд подари жизнь,0,0,0,81,0
692,2013-05-21,Фенюшка,@bk258,павел скажите пжл фонд подари жизнь явно имеют инстрн деньги занимаются политикой роликчулпан предвбрный приездпутин,0,0,0,116,0
693,2015-10-08,Konstantine Pustyrev,@pustyrev,благотворительный фонд подари жизнь приют бурятие,0,2,1,49,0
694,2012-07-02,LiveJournal Россия,@livejournalru,фонд подари жизнь назначат иностранным агент,0,0,0,44,0
695,2014-11-20,Ольга Козырева,@Olay02_03,фонд подари жизнь отказал помощи бердниковой еве омска редкое заболевание кровь,0,0,0,79,0
696,2019-01-16,Egor Savin,@SENya78,зайдите конца часа прямой эфир эха москвы ютьюбе венедиктов обещает перечислить фонд хаматовой подари жизнь сумму равную кратному числу зритель,0,0,0,143,0
697,2020-05-12,lifefond24.ru,@lifefond24,благотворительный фонд подари жизнь лечения детей реабилитация,0,0,0,62,0
698,2014-08-26,Щавровский Святослав,@slawiko,русскоязычная сфера журналистики перечисляет деньги фонд подари жизнь пиар добрый,0,0,0,81,0
699,2012-11-27,ВЛАДИМИР ПУТИН,@dycydoge,подари жизнь предостерегает жертвователей мошенников соцсетях фонд подари жизнь помогающий детям тяжелыми заболевание,0,0,0,117,0
700,2018-07-13,Kanzoboz,@kanzoboz,фонд подари жизнь продлили социальную кампании большое дело малышам помогать,0,0,0,76,0
701,2014-07-14,rbisonCr,@rbisonCr,фонд подари жизнь просит помочь собрать средства пациентов центра детской гематология,0,0,0,85,0
702,2012-08-19,Мон Мируар,@Mon_Miruar,главная фонд подари жизнь,0,0,0,25,0
703,2014-09-06,Vincent van Bong,@syevse,впизду челенджи последние рублей отдал простит аллах положил фонд подари жизнь ту болезнь которую нужный,0,0,0,104,0
704,2019-12-12,✧ 𝘄𝗶𝗻𝘁𝗲𝗿 𝗯𝗲𝗮𝗿 ⁸/₀,@lisa01091705,русскоязычные арми пожертвовали благотворительность фонд подари жизнь честь ой годовщины дебют,1,0,3,94,0
705,2018-12-09,ар2дэ2,@orangevyy,банда волонёры фондподарижизнь,0,0,2,30,0
706,2012-11-22,Google Россия,@Google_Russia,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
707,2017-05-08,Марина Сизикова,@huyz5sfS85dgExR,антон подсобляев лет требуется лечение можете помочь подарижизнь,0,0,1,64,0
708,2021-02-03,anatski kostia,@anatski,фбк фонд внимание городские проекты овд инфо подари жизнь,0,0,0,57,0
709,2012-04-15,Yuri Bondarenko,@Pantikapeu,чулпан фонд подари жизнь ника чём серебренники иуды реальные спасённые жизни делаем диване критиковать,2,0,0,102,0
710,2018-12-11,ShowTrack,@Show_track,би воскресенье выступили друзей благотворительного фонда чулпан хаматовой подари жизнь запись концерта можете посмотреть прямо би подарижизнь,0,0,0,141,0
711,2014-06-02,Сергей Иванов,@blg31ru,досуг машина времени отыграла юбилейный концерт сумма благотворительных взносов фонд подари жизнь собр шоу бизнес,0,0,0,113,0
712,2022-04-23,Никудашница,@kosmodenchik,непопулярное мнение ненавижу фонд подари жизнь работал пропаганда телеку больными детьми кризиса детей людей россии умрет намнооого спасли ненавижу пусть переобувается поможет хуйлу свалить,2,1,45,189,1
713,2017-05-08,Полина Антипова,@IsRaHPko4trVTkx,полина зябрина лет требуется лечение можете помочь подарижизнь,0,0,0,62,0
714,2015-06-28,Веня Плюсиков,@stasidor1,билайн благотворительный фонд подари жизнь приглашают всемирные игры победитель,0,0,0,79,0
715,2022-06-20,Большой Город,@bg_ru,благотворительный фонд подари жизнь запустит акцию шарим помощь фонд предлагает выпускникам пожертвовать деньги лечение детей которые страдают онкологических заболевание,0,0,0,169,0
716,2013-09-01,Dmitriy Torshin,@dtorshin,фонд подари жизнь,1,0,0,17,0
717,2018-07-16,Газета Гудок,@gudok_ru,железнодорожники сдали литра крови также собрали тыс руб которые переданы фонд подари жизнь лечения девочки наргизы джанситовой подробный,0,0,0,137,0
718,2017-11-13,П Петрович,@gatumulac,фонд подари жизнь принимать пожертвования биткоинах рбк,0,0,0,55,0
719,2015-10-01,Интерны Онлайн,@internyonline,иван охлобыстин доктор быков победить фондподарижизнь интерны тнт,0,0,2,65,0
720,2017-03-10,Иван Дурыгин,@BeanAraki,десятое марта фонд подари жизнь оплатил счет выставленный,0,0,0,57,0
721,2012-11-23,Дима Добродомов,@DimaDobrodomov,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
722,2013-11-29,Пресс-центр Тула,@pressa71,билайн благотворительный фонд подари жизнь представляют благотворительный ролик отправь подарить,0,0,0,96,0
723,2021-02-05,Artem Cyberbullyin,@AtemJF,списка добровольных пожертвований фонд подари жизнь,0,0,1,51,0
724,2020-04-18,Балтийский матрос,@Baltic_Park,русофоб извращенец чулпан хаматова талантливая актриса её взгляды её личное мировозрение транслирует общество почему человек должен иметь своих взглядов какие события создала фонд помощи подари жизнь создал аккаунт,0,0,1,214,0
725,2012-11-22,FILIPP KIRKOROV,@FilippKirkorov0,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
726,2012-01-14,Alexander Smotrov,@aleksmot,фонд подари жизнь обрал торжественном открытии отделения лондоне звезд,1,0,0,70,0
727,2017-05-08,Анюта Максимова,@EaaqyNuc1EEIuCm,тамара ершова лет требуется лечение можете помочь подарижизнь,0,0,0,61,0
728,2016-11-26,"SPB TV — TV, movies and series",@spbtv_com,время собирать друзей фонд подари жизнь оказавший помощь тысячам детей борющихся смертельно опасный,0,0,0,99,0
729,2013-04-02,Setmedia,@setmedia_ru,окончании каждого месяца средства собранные смс голосования конкурсе исполнителей перечисляем фонд помощи детям подари жизнь,0,0,0,124,0
730,2017-02-11,ВКарпинск.инфо | Свежие новости Карпинска,@vkarpinskinfo,фонд подари жизнь проиграл суд защите названия карпинск вечернийкарпинск,0,0,0,72,0
731,2015-10-07,артемьев сергей,@serg5914,фонд подари жизнь получил мэрии здания усадьбы измалково московские власти передали благотворительному ф,0,0,0,104,0
732,2018-05-07,Волонтеры Даниловцы,@danilovcydd,году даниловцам исполняется лет продолжаем получать добрые слова коллег авторитетнейшего фонд подари жизнь благодарим команду главе директором екатерин,1,1,0,151,0
733,2012-11-23,news,@news_cnn,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
734,2015-04-18,Писатель Мишель Вико,@Michel_Vico,благотворительный фонд подари жизнь,0,1,1,35,0
735,2012-11-27,Crypto News,@MaksimLife,фонд подари жизнь предупредил мошенниках соцсеть,0,0,0,48,0
736,2011-10-20,Ellina,@ellerudenko,подари жизнь фонд занимается помощью онкологически больным деть,1,0,0,63,0
737,2012-11-23,Aлекс Гуров,@A21177415,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
738,2014-08-07,Рябинский Андрей,@Ryabinskiy,обратиться фонд подари жизнь благотворительные программы финансировать,1,0,0,70,0
739,2020-01-08,Ника,@lsxTLFgGm0BJ52V,фонд подари жизнь помогает быстро проволочек сразу оплачивают лечение выкладывают ролик сбор средств лет назад фонд помогал лечение дочеря,0,0,0,138,0
740,2015-03-06,Grazia Bray,@milavowides,является участником помощи фонд подари жизнь уникальный проект купив раскрутку помогаете деть,0,1,0,93,0
741,2015-02-27,Новости Перми,@permnews777,мегафон фонд подари жизнь запускают совместный благотворительный проект пермь,0,0,0,77,0
742,2017-03-16,funding.to,@fundingto,завершен сбор средств благотворительный фонд помощи детям сиротам подари жизнь,0,0,0,78,0
743,2019-05-15,"АНО ""Возрождение""",@a_vozrozhdenie,пианист евгений кузнецов фонд подари жизнь объединили усилия помощи российским детям пиа,0,0,0,88,0
744,2015-04-17,Analitik,@Analitik_Cel,забывайте добрых делах например перевести немного денег фонд подари жизнь детишек болеющий,0,0,0,90,0
745,2012-11-27,Новости Lenta.Ru,@LentaNovosti,фонд подари жизнь предупредил мошенниках соцсетях фонд подари жизнь п новость,0,1,0,77,0
746,2016-01-12,Alex Demin,@Alexey_V_Demin,выперли фонд подари жизнь якобы публикацию фотографии которая ранее опубликована сать,0,0,0,85,0
747,2015-05-23,Михаил Калашников,@mkalashnikov88,благотворительный фонд подари жизнь,0,0,1,35,0
748,2016-04-10,Andrew Kostygov,@kostigovladoga1,благотворительный фонд подари жизнь судится тезкой самозванцем фонд подари жизнь учрежденный актреть,0,0,0,100,0
749,2013-11-28,Мурат Абенов Kun.KZ,@MuratAbenov,сегодня идем кинопарк тц керуен премьеру документального фильма подари детям жизнь организаторы аружан саин фонд д,0,5,1,114,0
750,2016-10-10,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства лечение серёжи сухоруков,0,0,0,69,0
751,2018-03-19,водка,@vodkaofsuga,русскоязычные арми пожертвовали р фонд подари жизнь имя,1,31,147,55,0
752,2013-08-03,Позитивный Котэ,@kote130,фонд подари жизнь оплатил летнему донору костного мозга юле ковалевой дорогу челябинска проживание,0,0,0,98,0
753,2012-11-23,Лечение в Китае,@Hainan_Sanya,фонд подари жизнь чулпан хаматовой получил участок земли москве детский хоспис ноября блоги помощ,0,0,0,97,0
754,2020-01-25,ар2дэ2,@orangevyy,обнимаю главную снегурочку фонда подарижизнь самая добрая юля павлов,0,0,3,68,0
755,2020-10-25,AnastasiyaARMY,@RosieAnastasia,р своего добились любом случае иди закинь денежку фонд делают арми поп стэны ру сегмента хороший фонд подари жизнь советую проверенный,0,0,0,134,0
756,2013-01-18,Diana,@Avengely,благотворительный фонд подари жизнь,0,0,0,35,0
757,2018-12-10, сука тупая ,@pyshok_P_S,лицо лёвы прекрасно би люблю би подарижизнь,0,0,0,43,0
758,2016-11-21,Fedor86rus,@fedor_86rus,отдайте деньги фонд подари жизнь нечего поддерживать изовравшихся чиновников враждебной организация,0,0,0,99,0
759,2015-03-02,Саратов,@saratovz,мегафон фонд подари жизнь запускают совместный благотворительный проект сарат,0,0,0,77,0
760,2019-07-08,хару’,@_harukang_,россия также страны снг собрали фонд подари жизнь,1,2,43,49,0
761,2012-11-23,Julian,@DarentCrown,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
762,2017-04-25,Аленка Шилова,@2EMMLnFCcHWjUQz,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
763,2019-11-16,ар2дэ2,@orangevyy,вопрос чём смысл денег отвечает фёдор бондарчук фондподарижизнь,0,0,0,63,0
764,2016-11-28,Помогаем Все вместе,@wsewmeste,подарки день рождения помогают спасти жизнь жизней свой летний юбилей фонд подари жизнь,0,0,0,87,0
765,2019-04-20,ар2дэ2,@orangevyy,звёздные друзья фонда подарижизнь будут роли продавцов,0,1,0,54,0
766,2013-06-25,Matveeva Anastasiya,@AMatveeva_,запущенный фонда подари жизнь значительно упростит частные пожертвования фонд дина корзун чулпан хаматов,0,1,0,104,0
767,2010-12-02,The Ukrainian Times,@ukrainiantimes,фонд подари жизнь,0,0,0,17,0
768,2012-11-23,Голиокв Кирилл,@AleksandMorozov,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
769,2017-09-28,Eye on Russia,@EyeonRussia,суд обязал красноярский фонд подари жизнь сменить название,0,0,0,58,0
770,2017-05-08,Виктория Беляева,@sXFYslxpWNUNXRC,серёжа сухоруков лет требуется лечение можете помочь подарижизнь,0,0,0,64,0
771,2012-02-20,Просто , Мила,чулпан хаматова эта та актриса которая курирует фонд помощи детям подари жизнь который гадко поносится навальный,1,0,0,112,0
772,2018-05-21,Голос Армении,@golosarmenii1,фонд подари жизнь продолжит работу помощь,0,0,0,41,0
773,2014-08-10,Светлана Сытник,@Svetlana_Vyborg,благотворительный фонд подари жизнь декабря года,0,0,0,48,0
774,2010-09-20,makastreet,@makastreet,фонд подари жизнь провел благотворительный спектакль детый,0,0,0,58,0
775,2021-07-28,DGP48,@DGP48DZM,несколько коробок храбрости отправились национальный медицинский исследовательский центр детской гематологии онкологии иммунологии дмитрия рогачева дгп подарижизнь коробкахрабрость,0,0,1,180,0
776,2015-07-30,hotpies8,@hotpies8,пятый канал фонд подари жизнь собирают деньги лечение летней сони обычно четвергам пятый ка,0,0,0,91,0
777,2012-11-23,Freji,@Proshechka,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
778,2018-12-12,Ридус,@RidusNews,фонд подари жизнь продолжит снимать квартиру онкобольных детый,0,1,1,62,0
779,2017-07-28,Pavel Svyados,@ZoltanHagg,фонд подари жизнь,0,0,0,17,0
780,2012-09-03,Помогаем Все вместе,@wsewmeste,сделать доброе дело прямо рабочем месте обращайтесь фонд подари жизнь,0,0,0,69,0
781,2017-04-19,Филантроп,@philanthropy_ru,премия фонд подари жизнь вручаться лучшие проекты направленные повышение доступности качественный,0,1,0,97,0
782,2018-12-09,ар2дэ2,@orangevyy,би подготовка благотворительному концерту друзей фондподарижизнь,0,0,1,64,0
783,2013-07-18,Официальные новости,@newsofic,фонд подари жизнь призывает москвичей репост плиз,0,0,0,49,0
784,2017-02-15,Юлия Сапронова,@usapronova,сегодня всемирный день детей больных раком фонд подари жизнь проводит акцию погасло солнце годовалой аминки рак глазик,0,29,11,118,0
785,2018-05-27,ИМКА-Иваново,@YMCA_Ivanovo,итогам экологической акции охота пэт сделан денежный перевод фонд помощи тяжело больным детям подари жизнь примерную сумму стоимости собранного вторсырьё,0,2,1,153,0
786,2016-10-17,dokb@dokb-orel.ru,@ClinicOrel,фонд подари жизнь передал дар лаборатории нкмц автоматический анализатор лекарственного мониторинг,0,1,0,98,0
787,2018-11-28,ар2дэ2,@orangevyy,часть команды столовой которая каждый год время всемирных детский игр победителей помогает накормить детей родителей игрыпобедителей фондподарижизнь,0,0,2,148,0
788,2015-09-03,Ekaterina,@aprilclub,фонд подари жизнь организовал танцевальный флешмоб дети вместо цветов талдом,0,0,0,76,0
789,2022-04-24,Лина Ланг,@x67oDt4Y84459HE,фонд чулпан хаматовой подари жизнь началу г подарил жизнь тавтологию тысячам детей родителям показалось детей спасли знают точно дела перевешивают полит высказывания заблуждения важнее сел,0,0,0,188,0
790,2020-12-07,Новости от 66.RU,@66ru,уральский сбербанк протяжении лет дарит своим партнерам подарки новый год вместо сэкономленные деньги банк пересылает фонд подари жизнь таким образом благотворители получили миллионов рубль,1,0,2,189,0
791,2018-12-12,ар2дэ2,@orangevyy,концерт би музеймосквы друзей фондподарижизнь,0,0,1,45,0
792,2012-09-25,Marina Fluffy,@MarinaFluffy1,фонд подари жизнь открыл благотворительный бутик,0,0,0,48,0
793,2022-03-21,Watcher , ,путаете её министром здравоохранения фонд подари жизнь существовал пожертвования переходите безалкогольные напитка,1,0,6,114,0
794,2011-01-14,SQUAT Сafe,@squatcafe,средства будут направлены фонд помощи детям тяжёлыми заболеваниями подари жизнь,0,0,0,79,0
795,2012-07-07,Сергей Сосновский,@sergexyz,декларируют демагог неисправимый спросили тоит считать фонд подари жизнь иностранным агент,0,0,0,90,0
796,2014-05-31,pestov alex,@pest14,благотворительный фонд подари жизнь,0,0,0,35,0
797,2015-02-23,speed dating,@na_svidanie,вырученных денег идет благотворительный фонд подари жизнь друзья связь,0,0,0,70,0
798,2012-11-22,Новостной Парень,@NewzTube,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
799,2015-07-21,Sergei Kostiaev,@skostiaev,месяц перевожу копеечку фонд подари жизнь нищим подавать,0,0,0,56,0
800,2015-12-23,RomeoWhite,@RomkaWhite,фонд подари жизнь поздравил открытка,1,1,1,36,0
801,2021-09-15,Верблюд в огне,@verbludvogne,классный повод сдавать вторсырье переработку фонд подари планете жизнь сделает собранного пластика светящийся арт объект форме нерпа,0,0,1,132,0
802,2019-12-24,Konica Minolta,@KonicaMinoltaRu,новогодняя традиция вместо заказа сувениров переводим средства благотворительный фонд подари жизнь таким образом подопечные фонда получают частичку надежды выздоровление наши партнеры сертификат самого настоящего деда мороз,0,0,0,223,0
