,id,text,date,user,likes,retweets
546,623496059,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem,2014-12-02 23:38:07+00:00,unknown,849,88
547,623496060,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX",2014-12-02 23:40:24+00:00,unknown,972,83
548,623496061,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV,2014-12-02 23:45:03+00:00,unknown,76,40
549,623496062,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK,2014-12-02 23:46:13+00:00,unknown,731,65
550,623496063,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL,2014-12-02 23:48:28+00:00,unknown,531,38
551,623496064,@renoxalex @Apple or hang loose ???,2014-12-02 23:49:04+00:00,unknown,708,1
552,623496065,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?,2014-12-02 23:54:19+00:00,unknown,313,30
553,623496066,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems.",2014-12-03 00:03:25+00:00,unknown,868,52
554,623496067,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,2014-12-03 00:07:24+00:00,unknown,626,93
555,623496068,"New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8",2014-12-03 00:08:03+00:00,unknown,513,18
556,623496069,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU",2014-12-03 00:08:03+00:00,unknown,9,92
557,623496070,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$",2014-12-03 00:08:04+00:00,unknown,115,74
558,623496071,@DelenaNian4eva_ @Apple chill?,2014-12-03 00:08:09+00:00,unknown,93,26
559,623496072,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8",2014-12-03 00:18:22+00:00,unknown,600,38
560,623496073,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW,2014-12-03 00:22:37+00:00,unknown,844,20
561,623496074,"IVV, #AAPL, XOM, MSFT: ETF Inflow Alert: #Nasdaq: Among the largest underlying components of IVV, in #trading ... http://t.co/RmmeH7uGZm",2014-12-03 00:22:37+00:00,unknown,748,19
562,623496075,@apple get cha shit together and fix my phone !!!,2014-12-03 00:24:29+00:00,unknown,700,65
563,623496076,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!,2014-12-03 00:25:44+00:00,unknown,777,51
564,623496077,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,2014-12-03 00:28:13+00:00,unknown,804,1
565,623496078,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?,2014-12-03 00:29:13+00:00,unknown,999,68
566,623496079,RT @Shampeau: @caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol,2014-12-03 00:29:32+00:00,unknown,787,14
567,623496080,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso",2014-12-03 00:30:04+00:00,unknown,383,90
568,623496081,"@Shampeau @caseypieper @Apple @Monster @redbull 

Ultra Red? ok, I have some research to do... I've seen the coffee, white, blue",2014-12-03 00:30:30+00:00,unknown,764,52
569,623496082,@iirwanks ICK YO @apple Autocorrect RUSE,2014-12-03 00:34:02+00:00,unknown,605,30
570,623496083,Ok I muted the groupchat but I still get notifications uhm @apple what the hell,2014-12-03 00:35:04+00:00,unknown,896,75
571,623496084,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!,2014-12-03 00:35:39+00:00,unknown,369,69
572,623496085,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice...",2014-12-03 00:38:09+00:00,unknown,524,90
573,623496086,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!,2014-12-03 00:39:22+00:00,unknown,166,1
574,623496087,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq,2014-12-03 00:40:00+00:00,unknown,719,65
575,623496088,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone,2014-12-03 00:41:14+00:00,unknown,968,91
576,623496089,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG",2014-12-03 00:45:07+00:00,unknown,254,95
577,623496090,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO,2014-12-03 00:49:41+00:00,unknown,875,38
578,623496091,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!",2014-12-03 00:55:31+00:00,unknown,709,78
579,623496092,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.,2014-12-03 00:55:51+00:00,unknown,33,47
580,623496093,Dear @Apple I would like an #iMac with touch screen more than a watch,2014-12-03 01:01:05+00:00,unknown,937,7
581,623496094,my dad called now my musics arent playing jesus christ @apple problematic,2014-12-03 01:04:08+00:00,unknown,386,4
582,623496095,fuck you fuck you so much i hate you @apple,2014-12-03 01:09:34+00:00,unknown,277,88
583,623496096,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs",2014-12-03 01:15:04+00:00,unknown,923,85
584,623496097,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL,2014-12-03 01:16:06+00:00,unknown,272,60
585,623496098,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely,2014-12-03 01:16:45+00:00,unknown,145,28
586,623496099,well imessage doesn't work thanks @apple,2014-12-03 01:18:42+00:00,unknown,395,84
587,623496100,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,2014-12-03 01:22:33+00:00,unknown,457,18
588,623496101,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out.",2014-12-03 01:23:33+00:00,unknown,632,18
589,623496102,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(,2014-12-03 01:27:13+00:00,unknown,58,85
590,623496103,@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC,2014-12-03 01:29:35+00:00,unknown,687,28
591,623496104,. @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation,2014-12-03 01:32:39+00:00,unknown,966,22
592,623496105,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,2014-12-03 01:33:53+00:00,unknown,628,60
593,623496106,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me.",2014-12-03 01:34:42+00:00,unknown,390,37
594,623496107,One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q,2014-12-03 01:43:18+00:00,unknown,823,56
595,623496108,THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7,2014-12-03 01:46:40+00:00,unknown,599,53
596,623496109,I am feeling creatively stifled by the current emoji selection @apple,2014-12-03 01:52:51+00:00,unknown,890,29
597,623496110,@apple fuck you bitches my phones abrick and stuck on the apple logo,2014-12-03 01:55:06+00:00,unknown,752,43
598,623496111,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!,2014-12-03 02:02:14+00:00,unknown,869,32
599,623496112,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL",2014-12-03 02:04:04+00:00,unknown,667,4
600,623496113,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",2014-12-03 02:05:42+00:00,unknown,439,95
601,623496114,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k",2014-12-03 02:11:48+00:00,unknown,431,24
602,623496115,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz",2014-12-03 02:11:48+00:00,unknown,644,96
603,623496116,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox,2014-12-03 02:20:36+00:00,unknown,78,81
604,623496117,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB,2014-12-03 02:22:34+00:00,unknown,699,10
605,623496118,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl",2014-12-03 02:24:43+00:00,unknown,642,43
606,623496119,iMessage isn't working thanks @apple,2014-12-03 02:25:23+00:00,unknown,530,9
607,623496120,@kaitlynpearle @Apple get android,2014-12-03 02:25:33+00:00,unknown,977,45
608,623496121,@nickruz4 @Apple I can't I just got a new phone /;,2014-12-03 02:25:52+00:00,unknown,468,81
609,623496122,No at typo changing my words. Get it together @apple,2014-12-03 02:28:21+00:00,unknown,104,33
610,623496123,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL,2014-12-03 02:29:17+00:00,unknown,794,78
611,623496124,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged",2014-12-03 02:31:57+00:00,unknown,48,10
612,623496125,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple,2014-12-03 02:33:18+00:00,unknown,663,92
613,623496126,"Myths vs. Reality-Full Time #Trading http://t.co/JH7BMS1Kgb  #stocks

#futures #forex #trader #es #aapl #gpro #eSignal http://t.co/YV1kNhuLR1",2014-12-03 02:45:56+00:00,unknown,986,9
614,623496127,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.",2014-12-03 02:50:11+00:00,unknown,123,60
615,623496128,@apple I am beginning to think your products are crap,2014-12-03 02:51:19+00:00,unknown,864,46
616,623496129,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple,2014-12-03 02:59:24+00:00,unknown,360,67
617,623496130,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw",2014-12-03 03:00:04+00:00,unknown,136,76
618,623496131,You need to send me my IPhone before I cancel @tmobile @apple,2014-12-03 03:01:02+00:00,unknown,998,5
619,623496132,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one,2014-12-03 03:04:44+00:00,unknown,218,68
620,623496133,FUCK @apple,2014-12-03 03:14:38+00:00,unknown,980,50
621,623496134,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson,2014-12-03 03:36:40+00:00,unknown,314,49
622,623496135,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW,2014-12-03 03:42:58+00:00,unknown,921,80
623,623496136,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W,2014-12-03 03:47:48+00:00,unknown,195,35
624,623496137,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD",2014-12-03 03:50:45+00:00,unknown,489,9
625,623496138,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple",2014-12-03 03:55:43+00:00,unknown,805,55
626,623496139,s/o @apple for this really great charger that works so well! #not,2014-12-03 04:05:23+00:00,unknown,736,59
627,623496140,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs,2014-12-03 04:07:58+00:00,unknown,542,16
628,623496141,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.",2014-12-03 04:15:05+00:00,unknown,216,13
629,623496142,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K",2014-12-03 04:17:35+00:00,unknown,542,11
630,623496143,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn,2014-12-03 04:17:59+00:00,unknown,555,46
631,623496144,@apple get your shit together with group chats on ios8,2014-12-03 04:20:31+00:00,unknown,288,65
632,623496145,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown",2014-12-03 04:26:50+00:00,unknown,604,56
633,623496146,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards,2014-12-03 04:28:43+00:00,unknown,396,90
634,623496147,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 



IM HOLDING YOU RESPONSIBLE @apple",2014-12-03 04:29:47+00:00,unknown,232,83
635,623496148,. @apple why is my computer so slow,2014-12-03 04:30:22+00:00,unknown,723,94
636,623496149,RT @mkschuster: . @apple why is my computer so slow,2014-12-03 04:30:45+00:00,unknown,711,78
637,623496150,"Really need tap-to-tweet back, @apple",2014-12-03 04:49:00+00:00,unknown,153,85
638,623496151,"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch



http://t.co/G8IgaodgPN",2014-12-03 04:55:11+00:00,unknown,390,57
639,623496152,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA,2014-12-03 04:57:19+00:00,unknown,172,53
640,623496153,@mochasucks @renoxalex @Apple that's what I'm saying!!!!,2014-12-03 04:58:04+00:00,unknown,919,11
641,623496154,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.,2014-12-03 04:59:47+00:00,unknown,412,93
642,623496155,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489,2014-12-03 05:00:12+00:00,unknown,759,82
643,623496156,@Apple there isn't a puke emoji I'm pissed fix it fat,2014-12-03 05:03:46+00:00,unknown,556,14
644,623496157,@RoamingWithRuth @Apple pretty cute guys,2014-12-03 05:09:44+00:00,unknown,124,68
645,623496158,I have 170 pictures and my storage is full @apple get it together,2014-12-03 05:41:01+00:00,unknown,721,93
646,623496159,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together,2014-12-03 05:49:57+00:00,unknown,552,36
647,623496160,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX,2014-12-03 05:52:26+00:00,unknown,257,60
648,623496161,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO,2014-12-03 05:52:26+00:00,unknown,279,92
649,623496162,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource,2014-12-03 05:52:42+00:00,unknown,72,79
650,623496163,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple,2014-12-03 05:55:28+00:00,unknown,735,38
651,623496164,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,2014-12-03 06:02:01+00:00,unknown,450,13
652,623496165,We should be able to name group texts. That would be great @Apple,2014-12-03 06:08:54+00:00,unknown,980,23
653,623496166,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc,2014-12-03 06:15:39+00:00,unknown,376,13
654,623496167,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary,2014-12-03 06:23:50+00:00,unknown,101,8
655,623496168,Do i have to go to @Apple if idr the code? -_-,2014-12-03 06:24:07+00:00,unknown,0,13
656,623496169,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP",2014-12-03 06:29:05+00:00,unknown,554,50
657,623496170,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij,2014-12-03 06:43:06+00:00,unknown,465,65
658,623496171,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca,2014-12-03 06:45:51+00:00,unknown,933,40
659,623496172,god dammit fuck you @apple,2014-12-03 06:52:41+00:00,unknown,611,74
660,623496173,RT @yungbaaz: god dammit fuck you @apple,2014-12-03 06:52:46+00:00,unknown,560,21
661,623496174,@Apple do something you cunt @BarackObama,2014-12-03 06:53:02+00:00,unknown,42,86
662,623496175,fuck you @apple @iphone,2014-12-03 06:59:29+00:00,unknown,37,76
663,623496176,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google,2014-12-03 07:05:21+00:00,unknown,682,48
664,623496177,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR,2014-12-03 07:15:59+00:00,unknown,381,95
665,623496178,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys,2014-12-03 07:18:33+00:00,unknown,940,40
666,623496179,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,2014-12-03 07:19:39+00:00,unknown,763,33
667,623496180,@apple fuck you,2014-12-03 07:25:56+00:00,unknown,492,21
668,623496181,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL,2014-12-03 07:30:04+00:00,unknown,350,4
669,623496182,"hey @apple can I catch a fucking maverick of a wave on an iPhone?

didn't think so. #SurfsUpSamsung",2014-12-03 07:32:43+00:00,unknown,538,58
670,623496183,.@apple there needs to be a finger gun emoji PRONTO.,2014-12-03 07:35:45+00:00,unknown,512,0
671,623496184,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple,2014-12-03 07:41:46+00:00,unknown,259,64
672,623496185,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt",2014-12-03 07:42:12+00:00,unknown,898,73
673,623496186,"are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore

#GivingTuesday

#StonerSports

#3YearsOf5SOS

#FlashvsArrow

#stocks",2014-12-03 07:43:51+00:00,unknown,663,62
674,623496187,Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL,2014-12-03 07:49:29+00:00,unknown,726,97
675,623496188,@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ,2014-12-03 07:50:15+00:00,unknown,647,74
676,623496189,"Apple MacBook (å£949.86)

http://t.co/f5IHhOnzHM

@office_nerd @apple

#tech http://t.co/0cuTGtm7fF",2014-12-03 08:00:02+00:00,unknown,578,42
677,623496190,@migreyes @dhh thank @apple.,2014-12-03 08:00:31+00:00,unknown,639,19
678,623496191,Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc,2014-12-03 08:01:00+00:00,unknown,734,51
679,623496192,@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging,2014-12-03 08:21:06+00:00,unknown,82,8
680,623496193,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,2014-12-03 08:30:02+00:00,unknown,620,10
681,623496194,@FaZeNikan @Apple Wrong @ Homie,2014-12-03 08:30:56+00:00,unknown,625,85
682,623496195,@FaZeNikan @Apple haha switch to @Android,2014-12-03 08:31:13+00:00,unknown,42,89
683,623496196,@FaZeNikan @Apple did u overheat it,2014-12-03 08:31:44+00:00,unknown,388,31
684,623496197,RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie,2014-12-03 08:35:33+00:00,unknown,574,52
685,623496198,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,2014-12-03 08:35:43+00:00,unknown,31,2
686,623496199,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.,2014-12-03 08:37:02+00:00,unknown,41,55
687,623496200,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX",2014-12-03 08:37:25+00:00,unknown,169,40
688,623496201,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh",2014-12-03 08:42:26+00:00,unknown,4,71
689,623496202,Great FCP X update from @apple today. That will do nicely! #video # editing,2014-12-03 08:49:32+00:00,unknown,895,98
690,623496203,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,2014-12-03 08:52:59+00:00,unknown,957,71
691,623496204,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI,2014-12-03 08:59:12+00:00,unknown,900,97
692,623496205,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p,2014-12-03 09:00:19+00:00,unknown,366,82
693,623496206,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3,2014-12-03 09:01:01+00:00,unknown,958,3
694,623496207,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%,2014-12-03 09:16:40+00:00,unknown,651,3
695,623496208,Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar,2014-12-03 09:22:53+00:00,unknown,2,56
696,623496209,still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu,2014-12-03 09:23:49+00:00,unknown,280,9
697,623496210,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP,2014-12-03 09:38:38+00:00,unknown,816,65
698,623496211,why is there no black heart emoji @apple,2014-12-03 09:55:49+00:00,unknown,131,82
699,623496212,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL,2014-12-03 09:58:15+00:00,unknown,350,90
700,623496213,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF",2014-12-03 10:00:05+00:00,unknown,89,79
701,623496214,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr,2014-12-03 10:00:15+00:00,unknown,309,56
702,623496215,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf,2014-12-03 10:00:15+00:00,unknown,599,32
703,623496216,@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.,2014-12-03 10:00:55+00:00,unknown,851,24
704,623496217,RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf,2014-12-03 10:02:47+00:00,unknown,902,94
705,623496218,OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple,2014-12-03 10:03:59+00:00,unknown,237,47
706,623496219,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL,2014-12-03 10:09:21+00:00,unknown,277,12
707,623496220,"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology

#FYI",2014-12-03 10:13:40+00:00,unknown,152,83
708,623496221,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM,2014-12-03 10:15:04+00:00,unknown,33,46
709,623496222,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.,2014-12-03 10:20:04+00:00,unknown,450,16
710,623496223,@FaZeNikan @Apple restart it or wait till next Apple update happens to me,2014-12-03 10:27:12+00:00,unknown,667,21
711,623496224,". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox",2014-12-03 10:49:54+00:00,unknown,806,13
712,623496225,"http://t.co/D2TeKpbQyw

@Apple Default search engine",2014-12-03 11:29:48+00:00,unknown,203,14
713,623496226,"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl

http://t.co/FlFWmJ5LkH",2014-12-03 11:44:38+00:00,unknown,228,64
714,623496227,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe",2014-12-03 11:54:06+00:00,unknown,846,40
715,623496228,"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aapl

http://t.co/ZIlhjZvY61",2014-12-03 11:57:28+00:00,unknown,66,60
716,623496229,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple",2014-12-03 11:58:34+00:00,unknown,805,43
717,623496230,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right,2014-12-03 12:01:48+00:00,unknown,63,27
718,623496231,WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple http://t.co/r7BrJShrXK,2014-12-03 12:03:49+00:00,unknown,90,33
719,623496232,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn",2014-12-03 12:12:44+00:00,unknown,712,50
720,623496233,.@apple why do your computers like to crash on dead week before finals?,2014-12-03 12:16:23+00:00,unknown,53,77
721,623496234,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.,2014-12-03 12:16:58+00:00,unknown,671,46
722,623496235,@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?,2014-12-03 12:19:58+00:00,unknown,706,90
723,623496236,I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO,2014-12-03 12:24:12+00:00,unknown,234,83
724,623496237,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,2014-12-03 12:25:58+00:00,unknown,800,17
725,623496238,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+,2014-12-03 12:29:00+00:00,unknown,193,64
726,623496239,"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl

http://t.co/RffvQbdl7Z",2014-12-03 12:30:59+00:00,unknown,976,37
727,623496240,@GMONEYizME @Apple how so true; making sales off their accessories!,2014-12-03 12:33:06+00:00,unknown,328,40
728,623496241,'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia,2014-12-03 12:33:10+00:00,unknown,570,29
729,623496242,"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl

http://t.co/BTJokQnriy",2014-12-03 12:43:01+00:00,unknown,67,75
